"Step","DQN_run_1747564920 - total_reward","DQN_run_1747564920 - total_reward__MIN","DQN_run_1747564920 - total_reward__MAX"
"37421","44","44","44"
"37428","24","24","24"
"37432","48","48","48"
"37436","47","47","47"
"37438","44","44","44"
"37440","45","45","45"
"37442","44","44","44"
"37445","48","48","48"
"37451","49","49","49"
"37457","-2","-2","-2"
"37464","45","45","45"
"37473","47","47","47"
"37476","47","47","47"
"37492","43","43","43"
"37494","45","45","45"
"37497","49","49","49"
"37502","21","21","21"
"37516","46","46","46"
"37522","48","48","48"
"37525","43","43","43"
"37529","46","46","46"
"37530","46","46","46"
"37531","47","47","47"
"37540","46","46","46"
"37560","46","46","46"
"37565","44","44","44"
"37576","44","44","44"
"37589","25","25","25"
"37590","46","46","46"
"37629","51","51","51"
"37630","44","44","44"
"37643","28","28","28"
"37645","43","43","43"
"37648","44","44","44"
"37649","44","44","44"
"37651","25","25","25"
"37652","4","4","4"
"37655","45","45","45"
"37663","48","48","48"
"37672","47","47","47"
"37679","47","47","47"
"37681","4","4","4"
"37684","44","44","44"
"37687","46","46","46"
"37692","47","47","47"
"37700","46","46","46"
"37706","44","44","44"
"37707","48","48","48"
"37713","47","47","47"
"37714","16","16","16"
"37718","44","44","44"
"37724","43","43","43"
"37730","45","45","45"
"37733","46","46","46"
"37741","46","46","46"
"37745","46","46","46"
"37747","46","46","46"
"37748","43","43","43"
"37754","48","48","48"
"37755","45","45","45"
"37758","47","47","47"
"37760","47","47","47"
"37763","43","43","43"
"37770","-2","-2","-2"
"37772","49","49","49"
"37781","46","46","46"
"37783","46","46","46"
"37788","7","7","7"
"37789","47","47","47"
"37799","47","47","47"
"37805","25","25","25"
"37812","46","46","46"
"37815","45","45","45"
"37816","44","44","44"
"37827","49","49","49"
"37829","46","46","46"
"37830","48","48","48"
"37834","45","45","45"
"37838","44","44","44"
"37842","45","45","45"
"37843","44","44","44"
"37846","43","43","43"
"37847","44","44","44"
"37849","45","45","45"
"37852","45","45","45"
"37856","53","53","53"
"37868","45","45","45"
"37871","44","44","44"
"37879","44","44","44"
"37881","45","45","45"
"37885","43","43","43"
"37891","44","44","44"
"37905","46","46","46"
"37908","44","44","44"
"37919","46","46","46"
"37920","46","46","46"
"37926","18","18","18"
"37928","45","45","45"
"37940","43","43","43"
"37941","46","46","46"
"37954","47","47","47"
"37960","43","43","43"
"37962","49","49","49"
"37963","45","45","45"
"37976","54","54","54"
"37987","50","50","50"
"37991","12","12","12"
"38002","44","44","44"
"38010","45","45","45"
"38014","51","51","51"
"38017","46","46","46"
"38023","47","47","47"
"38025","44","44","44"
"38027","51","51","51"
"38031","44","44","44"
"38043","45","45","45"
"38045","45","45","45"
"38048","44","44","44"
"38049","43","43","43"
"38060","23","23","23"
"38070","44","44","44"
"38073","43","43","43"
"38083","48","48","48"
"38087","45","45","45"
"38097","45","45","45"
"38098","45","45","45"
"38099","45","45","45"
"38102","43","43","43"
"38103","45","45","45"
"38109","46","46","46"
"38111","45","45","45"
"38112","44","44","44"
"38113","43","43","43"
"38115","48","48","48"
"38119","45","45","45"
"38120","3","3","3"
"38133","16","16","16"
"38135","44","44","44"
"38136","49","49","49"
"38139","43","43","43"
"38153","43","43","43"
"38156","44","44","44"
"38163","25","25","25"
"38172","44","44","44"
"38175","46","46","46"
"38179","46","46","46"
"38210","45","45","45"
"38215","46","46","46"
"38219","47","47","47"
"38221","45","45","45"
"38235","43","43","43"
"38239","47","47","47"
"38240","45","45","45"
"38248","45","45","45"
"38269","43","43","43"
"38278","46","46","46"
"38283","45","45","45"
"38295","10","10","10"
"38299","46","46","46"
"38319","45","45","45"
"38328","44","44","44"
"38333","44","44","44"
"38342","44","44","44"
"38363","43","43","43"
"38364","3","3","3"
"38375","46","46","46"
"38377","48","48","48"
"38381","45","45","45"
"38388","22","22","22"
"38398","47","47","47"
"38401","46","46","46"
"38411","49","49","49"
"38415","46","46","46"
"38419","46","46","46"
"38421","46","46","46"
"38423","43","43","43"
"38425","43","43","43"
"38428","44","44","44"
"38436","44","44","44"
"38437","46","46","46"
"38440","46","46","46"
"38447","43","43","43"
"38454","16","16","16"
"38473","46","46","46"
"38481","44","44","44"
"38488","45","45","45"
"38494","49","49","49"
"38509","43","43","43"
"38510","44","44","44"
"38514","44","44","44"
"38521","46","46","46"
"38525","20","20","20"
"38526","50","50","50"
"38532","0","0","0"
"38534","43","43","43"
"38539","44","44","44"
"38549","51","51","51"
"38555","44","44","44"
"38563","45","45","45"
"38564","47","47","47"
"38570","43","43","43"
"38572","43","43","43"
"38580","47","47","47"
"38583","20","20","20"
"38585","44","44","44"
"38586","44","44","44"
"38590","16","16","16"
"38592","-3","-3","-3"
"38611","49","49","49"
"38617","47","47","47"
"38618","43","43","43"
"38624","43","43","43"
"38642","43","43","43"
"38643","43","43","43"
"38646","43","43","43"
"38651","47","47","47"
"38654","45","45","45"
"38663","47","47","47"
"38666","26","26","26"
"38667","47","47","47"
"38670","22","22","22"
"38679","7","7","7"
"38689","46","46","46"
"38693","24","24","24"
"38698","8","8","8"
"38700","45","45","45"
"38708","46","46","46"
"38714","48","48","48"
"38725","45","45","45"
"38726","22","22","22"
"38728","48","48","48"
"38730","47","47","47"
"38733","44","44","44"
"38735","44","44","44"
"38736","46","46","46"
"38739","47","47","47"
"38744","47","47","47"
"38748","44","44","44"
"38750","43","43","43"
"38754","46","46","46"
"38755","46","46","46"
"38759","44","44","44"
"38764","21","21","21"
"38769","43","43","43"
"38771","23","23","23"
"38774","45","45","45"
"38783","45","45","45"
"38785","14","14","14"
"38793","0","0","0"
"38795","44","44","44"
"38798","45","45","45"
"38802","47","47","47"
"38807","44","44","44"
"38812","44","44","44"
"38813","45","45","45"
"38820","45","45","45"
"38827","45","45","45"
"38831","21","21","21"
"38833","16","16","16"
"38836","44","44","44"
"38837","45","45","45"
"38839","46","46","46"
"38840","20","20","20"
"38845","45","45","45"
"38847","45","45","45"
"38853","43","43","43"
"38859","45","45","45"
"38877","25","25","25"
"38886","9","9","9"
"38889","46","46","46"
"38900","43","43","43"
"38905","46","46","46"
"38908","49","49","49"
"38911","45","45","45"
"38912","47","47","47"
"38913","46","46","46"
"38915","44","44","44"
"38922","44","44","44"
"38924","43","43","43"
"38930","16","16","16"
"38934","46","46","46"
"38943","45","45","45"
"38956","15","15","15"
"38958","48","48","48"
"38963","45","45","45"
"38964","44","44","44"
"38966","45","45","45"
"38973","43","43","43"
"38981","45","45","45"
"38985","49","49","49"
"38986","51","51","51"
"38989","44","44","44"
"38991","48","48","48"
"38993","24","24","24"
"38997","45","45","45"
"39006","6","6","6"
"39008","47","47","47"
"39013","7","7","7"
"39026","43","43","43"
"39028","46","46","46"
"39030","46","46","46"
"39034","43","43","43"
"39036","45","45","45"
"39045","15","15","15"
"39053","45","45","45"
"39060","21","21","21"
"39064","47","47","47"
"39067","16","16","16"
"39076","44","44","44"
"39082","44","44","44"
"39085","43","43","43"
"39086","45","45","45"
"39090","44","44","44"
"39108","43","43","43"
"39111","50","50","50"
"39116","46","46","46"
"39117","43","43","43"
"39122","48","48","48"
"39130","47","47","47"
"39140","46","46","46"
"39142","46","46","46"
"39144","46","46","46"
"39146","43","43","43"
"39154","45","45","45"
"39161","14","14","14"
"39164","46","46","46"
"39165","11","11","11"
"39170","45","45","45"
"39175","8","8","8"
"39176","47","47","47"
"39182","47","47","47"
"39188","44","44","44"
"39193","44","44","44"
"39195","49","49","49"
"39202","43","43","43"
"39206","46","46","46"
"39207","43","43","43"
"39208","43","43","43"
"39210","44","44","44"
"39212","3","3","3"
"39229","28","28","28"
"39230","13","13","13"
"39242","45","45","45"
"39245","45","45","45"
"39249","46","46","46"
"39268","24","24","24"
"39275","20","20","20"
"39282","45","45","45"
"39287","17","17","17"
"39294","47","47","47"
"39305","43","43","43"
"39306","43","43","43"
"39316","46","46","46"
"39320","44","44","44"
"39329","44","44","44"
"39334","45","45","45"
"39336","47","47","47"
"39339","16","16","16"
"39340","49","49","49"
"39342","44","44","44"
"39343","44","44","44"
"39344","23","23","23"
"39348","44","44","44"
"39352","45","45","45"
"39353","45","45","45"
"39356","44","44","44"
"39360","43","43","43"
"39363","47","47","47"
"39387","13","13","13"
"39394","47","47","47"
"39395","45","45","45"
"39398","49","49","49"
"39402","0","0","0"
"39412","43","43","43"
"39417","43","43","43"
"39420","43","43","43"
"39423","45","45","45"
"39424","48","48","48"
"39432","48","48","48"
"39440","44","44","44"
"39442","30","30","30"
"39443","2","2","2"
"39446","5","5","5"
"39448","45","45","45"
"39450","46","46","46"
"39456","45","45","45"
"39458","46","46","46"
"39466","44","44","44"
"39469","43","43","43"
"39470","49","49","49"
"39471","48","48","48"
"39483","43","43","43"
"39484","47","47","47"
"39492","0","0","0"
"39499","26","26","26"
"39513","26","26","26"
"39514","44","44","44"
"39516","43","43","43"
"39521","45","45","45"
"39524","43","43","43"
"39530","45","45","45"
"39532","12","12","12"
"39533","43","43","43"
"39540","16","16","16"
"39541","45","45","45"
"39543","46","46","46"
"39545","46","46","46"
"39560","43","43","43"
"39562","49","49","49"
"39572","44","44","44"
"39573","46","46","46"
"39575","48","48","48"
"39579","44","44","44"
"39581","46","46","46"
"39582","43","43","43"
"39594","17","17","17"
"39595","9","9","9"
"39597","43","43","43"
"39608","44","44","44"
"39609","47","47","47"
"39612","48","48","48"
"39613","43","43","43"
"39616","47","47","47"
"39617","16","16","16"
"39618","16","16","16"
"39621","49","49","49"
"39623","8","8","8"
"39626","44","44","44"
"39635","14","14","14"
"39638","18","18","18"
"39639","49","49","49"
"39649","45","45","45"
"39650","45","45","45"
"39663","48","48","48"
"39666","46","46","46"
"39667","45","45","45"
"39668","44","44","44"
"39672","43","43","43"
"39677","49","49","49"
"39680","43","43","43"
"39686","1","1","1"
"39700","45","45","45"
"39701","48","48","48"
"39706","47","47","47"
"39715","47","47","47"
"39720","44","44","44"
"39722","45","45","45"
"39723","47","47","47"
"39728","44","44","44"
"39735","11","11","11"
"39738","48","48","48"
"39742","44","44","44"
"39748","44","44","44"
"39749","53","53","53"
"39751","44","44","44"
"39759","46","46","46"
"39767","45","45","45"
"39775","47","47","47"
"39784","52","52","52"
"39788","48","48","48"
"39793","43","43","43"
"39794","45","45","45"
"39799","50","50","50"
"39813","45","45","45"
"39817","48","48","48"
"39818","46","46","46"
"39819","44","44","44"
"39822","52","52","52"
"39835","49","49","49"
"39842","44","44","44"
"39843","0","0","0"
"39844","47","47","47"
"39850","46","46","46"
"39851","47","47","47"
"39858","21","21","21"
"39859","44","44","44"
"39860","24","24","24"
"39862","47","47","47"
"39869","44","44","44"
"39871","26","26","26"
"39873","43","43","43"
"39884","46","46","46"
"39885","49","49","49"
"39904","46","46","46"
"39909","43","43","43"
"39913","45","45","45"
"39916","46","46","46"
"39923","45","45","45"
"39929","45","45","45"
"39933","47","47","47"
"39941","47","47","47"
"39943","47","47","47"
"39946","46","46","46"
"39947","47","47","47"
"39954","44","44","44"
"39957","48","48","48"
"39962","47","47","47"
"39966","47","47","47"
"39967","3","3","3"
"39975","44","44","44"
"39978","46","46","46"
"39984","47","47","47"
"40002","46","46","46"
"40003","45","45","45"
"40004","44","44","44"
"40015","46","46","46"
"40016","47","47","47"
"40017","23","23","23"
"40033","43","43","43"
"40038","46","46","46"
"40048","3","3","3"
"40051","10","10","10"
"40063","43","43","43"
"40066","24","24","24"
"40068","48","48","48"
"40075","51","51","51"
"40078","46","46","46"
"40085","43","43","43"
"40087","47","47","47"
"40088","44","44","44"
"40092","47","47","47"
"40094","22","22","22"
"40097","46","46","46"
"40098","45","45","45"
"40099","48","48","48"
"40106","44","44","44"
"40108","47","47","47"
"40117","43","43","43"
"40118","45","45","45"
"40119","16","16","16"
"40122","43","43","43"
"40125","44","44","44"
"40145","43","43","43"
"40148","44","44","44"
"40155","45","45","45"
"40156","48","48","48"
"40168","4","4","4"
"40169","48","48","48"
"40170","45","45","45"
"40171","3","3","3"
"40174","46","46","46"
"40179","44","44","44"
"40181","45","45","45"
"40182","51","51","51"
"40188","45","45","45"
"40190","46","46","46"
"40205","45","45","45"
"40212","46","46","46"
"40215","44","44","44"
"40217","45","45","45"
"40218","43","43","43"
"40222","46","46","46"
"40224","44","44","44"
"40225","44","44","44"
"40230","45","45","45"
"40236","43","43","43"
"40237","44","44","44"
"40238","48","48","48"
"40241","51","51","51"
"40242","45","45","45"
"40244","24","24","24"
"40245","13","13","13"
"40249","47","47","47"
"40251","45","45","45"
"40252","45","45","45"
"40254","47","47","47"
"40257","43","43","43"
"40258","45","45","45"
"40259","48","48","48"
"40261","47","47","47"
"40274","46","46","46"
"40275","17","17","17"
"40284","44","44","44"
"40288","45","45","45"
"40289","46","46","46"
"40295","50","50","50"
"40298","44","44","44"
"40324","47","47","47"
"40325","46","46","46"
"40330","47","47","47"
"40333","45","45","45"
"40338","45","45","45"
"40340","45","45","45"
"40352","46","46","46"
"40355","45","45","45"
"40357","50","50","50"
"40358","45","45","45"
"40361","45","45","45"
"40371","14","14","14"
"40388","47","47","47"
"40395","21","21","21"
"40401","44","44","44"
"40407","43","43","43"
"40415","9","9","9"
"40424","44","44","44"
"40432","45","45","45"
"40437","45","45","45"
"40443","44","44","44"
"40445","45","45","45"
"40449","0","0","0"
"40457","12","12","12"
"40458","45","45","45"
"40461","0","0","0"
"40464","44","44","44"
"40465","43","43","43"
"40469","44","44","44"
"40470","43","43","43"
"40472","45","45","45"
"40474","45","45","45"
"40477","22","22","22"
"40483","48","48","48"
"40489","43","43","43"
"40491","48","48","48"
"40494","45","45","45"
"40496","48","48","48"
"40510","44","44","44"
"40511","43","43","43"
"40513","18","18","18"
"40524","44","44","44"
"40528","44","44","44"
"40529","18","18","18"
"40531","45","45","45"
"40535","46","46","46"
"40537","49","49","49"
"40539","23","23","23"
"40542","45","45","45"
"40556","48","48","48"
"40558","45","45","45"
"40561","45","45","45"
"40581","45","45","45"
"40582","47","47","47"
"40584","48","48","48"
"40586","15","15","15"
"40588","46","46","46"
"40592","44","44","44"
"40594","50","50","50"
"40598","43","43","43"
"40606","8","8","8"
"40622","47","47","47"
"40655","51","51","51"
"40666","45","45","45"
"40668","43","43","43"
"40669","44","44","44"
"40681","48","48","48"
"40682","44","44","44"
"40684","46","46","46"
"40686","12","12","12"
"40693","44","44","44"
"40694","45","45","45"
"40698","43","43","43"
"40710","50","50","50"
"40711","28","28","28"
"40722","44","44","44"
"40723","46","46","46"
"40724","17","17","17"
"40728","45","45","45"
"40729","43","43","43"
"40732","47","47","47"
"40736","-2","-2","-2"
"40743","46","46","46"
"40751","44","44","44"
"40755","49","49","49"
"40756","45","45","45"
"40758","46","46","46"
"40760","23","23","23"
"40770","46","46","46"
"40775","46","46","46"
"40782","10","10","10"
"40791","44","44","44"
"40794","45","45","45"
"40801","45","45","45"
"40804","43","43","43"
"40806","45","45","45"
"40812","45","45","45"
"40815","43","43","43"
"40819","44","44","44"
"40821","3","3","3"
"40830","43","43","43"
"40833","45","45","45"
"40838","17","17","17"
"40842","47","47","47"
"40847","45","45","45"
"40854","3","3","3"
"40855","44","44","44"
"40856","45","45","45"
"40857","43","43","43"
"40862","48","48","48"
"40863","4","4","4"
"40869","45","45","45"
"40874","46","46","46"
"40875","23","23","23"
"40877","7","7","7"
"40880","47","47","47"
"40883","46","46","46"
"40890","46","46","46"
"40892","44","44","44"
"40893","45","45","45"
"40895","46","46","46"
"40897","24","24","24"
"40908","3","3","3"
"40909","43","43","43"
"40922","45","45","45"
"40934","44","44","44"
"40935","44","44","44"
"40938","45","45","45"
"40945","52","52","52"
"40947","45","45","45"
"40951","14","14","14"
"40953","46","46","46"
"40955","54","54","54"
"40956","48","48","48"
"40961","48","48","48"
"40968","18","18","18"
"40971","44","44","44"
"40973","46","46","46"
"40974","45","45","45"
"40975","45","45","45"
"40976","47","47","47"
"40982","45","45","45"
"40986","45","45","45"
"40997","44","44","44"
"40999","47","47","47"
"41003","46","46","46"
"41007","44","44","44"
"41010","45","45","45"
"41019","45","45","45"
"41030","22","22","22"
"41031","44","44","44"
"41036","44","44","44"
"41045","44","44","44"
"41053","46","46","46"
"41056","11","11","11"
"41058","44","44","44"
"41062","2","2","2"
"41066","26","26","26"
"41069","51","51","51"
"41070","44","44","44"
"41086","46","46","46"
"41089","19","19","19"
"41098","46","46","46"
"41100","43","43","43"
"41101","43","43","43"
"41105","43","43","43"
"41106","25","25","25"
"41116","43","43","43"
"41118","50","50","50"
"41119","43","43","43"
"41127","51","51","51"
"41131","45","45","45"
"41133","19","19","19"
"41143","46","46","46"
"41147","46","46","46"
"41150","45","45","45"
"41156","48","48","48"
"41162","48","48","48"
"41168","47","47","47"
"41174","45","45","45"
"41206","44","44","44"
"41209","46","46","46"
"41216","47","47","47"
"41217","44","44","44"
"41224","44","44","44"
"41229","45","45","45"
"41230","47","47","47"
"41236","46","46","46"
"41242","46","46","46"
"41249","49","49","49"
"41251","48","48","48"
"41254","45","45","45"
"41260","47","47","47"
"41263","46","46","46"
"41273","47","47","47"
"41275","48","48","48"
"41280","44","44","44"
"41281","46","46","46"
"41282","43","43","43"
"41285","47","47","47"
"41288","23","23","23"
"41317","0","0","0"
"41319","46","46","46"
"41322","45","45","45"
"41323","9","9","9"
"41324","45","45","45"
"41331","47","47","47"
"41337","45","45","45"
"41347","47","47","47"
"41352","23","23","23"
"41369","9","9","9"
"41374","44","44","44"
"41382","45","45","45"
"41388","44","44","44"
"41398","44","44","44"
"41407","46","46","46"
"41412","50","50","50"
"41417","49","49","49"
"41419","44","44","44"
"41420","43","43","43"
"41424","46","46","46"
"41427","45","45","45"
"41436","4","4","4"
"41437","43","43","43"
"41438","45","45","45"
"41440","47","47","47"
"41447","46","46","46"
"41452","44","44","44"
"41459","44","44","44"
"41461","48","48","48"
"41463","25","25","25"
"41464","47","47","47"
"41468","43","43","43"
"41469","43","43","43"
"41472","43","43","43"
"41473","46","46","46"
"41478","46","46","46"
"41484","43","43","43"
"41490","44","44","44"
"41495","46","46","46"
"41501","45","45","45"
"41506","46","46","46"
"41508","46","46","46"
"41510","44","44","44"
"41511","44","44","44"
"41514","47","47","47"
"41515","27","27","27"
"41530","45","45","45"
"41541","44","44","44"
"41552","45","45","45"
"41566","49","49","49"
"41568","45","45","45"
"41572","46","46","46"
"41587","46","46","46"
"41599","43","43","43"
"41601","48","48","48"
"41605","45","45","45"
"41606","46","46","46"
"41617","44","44","44"
"41622","47","47","47"
"41625","1","1","1"
"41626","31","31","31"
"41633","44","44","44"
"41635","51","51","51"
"41638","45","45","45"
"41666","-2","-2","-2"
"41673","47","47","47"
"41678","48","48","48"
"41680","43","43","43"
"41681","12","12","12"
"41698","46","46","46"
"41704","47","47","47"
"41709","44","44","44"
"41713","45","45","45"
"41714","45","45","45"
"41724","43","43","43"
"41725","43","43","43"
"41730","46","46","46"
"41739","46","46","46"
"41749","46","46","46"
"41756","44","44","44"
"41758","46","46","46"
"41761","46","46","46"
"41763","44","44","44"
"41773","45","45","45"
"41780","44","44","44"
"41789","45","45","45"
"41792","50","50","50"
"41798","45","45","45"
"41806","44","44","44"
"41822","9","9","9"
"41824","44","44","44"
"41831","47","47","47"
"41839","45","45","45"
"41840","23","23","23"
"41845","48","48","48"
"41849","46","46","46"
"41850","45","45","45"
"41855","45","45","45"
"41857","43","43","43"
"41864","47","47","47"
"41865","46","46","46"
"41866","43","43","43"
"41868","48","48","48"
"41869","0","0","0"
"41872","43","43","43"
"41873","43","43","43"
"41881","43","43","43"
"41889","43","43","43"
"41890","44","44","44"
"41893","48","48","48"
"41895","47","47","47"
"41910","46","46","46"
"41911","45","45","45"
"41922","43","43","43"
"41933","48","48","48"
"41937","44","44","44"
"41940","46","46","46"
"41952","43","43","43"
"41960","45","45","45"
"41970","23","23","23"
"41976","44","44","44"
"41979","45","45","45"
"41985","46","46","46"
"41987","44","44","44"
"41999","43","43","43"
"42003","44","44","44"
"42007","43","43","43"
"42011","43","43","43"
"42016","44","44","44"
"42021","45","45","45"
"42025","45","45","45"
"42028","47","47","47"
"42029","47","47","47"
"42030","44","44","44"
"42034","48","48","48"
"42035","43","43","43"
"42042","45","45","45"
"42051","49","49","49"
"42052","10","10","10"
"42065","47","47","47"
"42070","49","49","49"
"42074","17","17","17"
"42076","45","45","45"
"42085","44","44","44"
"42087","18","18","18"
"42112","46","46","46"
"42113","47","47","47"
"42118","48","48","48"
"42122","46","46","46"
"42125","21","21","21"
"42130","46","46","46"
"42134","47","47","47"
"42139","43","43","43"
"42141","44","44","44"
"42153","43","43","43"
"42156","-3","-3","-3"
"42159","46","46","46"
"42162","46","46","46"
"42169","45","45","45"
"42175","44","44","44"
"42176","8","8","8"
"42178","46","46","46"
"42179","45","45","45"
"42189","45","45","45"
"42206","2","2","2"
"42211","47","47","47"
"42219","45","45","45"
"42226","47","47","47"
"42231","47","47","47"
"42237","45","45","45"
"42250","43","43","43"
"42252","19","19","19"
"42254","46","46","46"
"42255","43","43","43"
"42258","45","45","45"
"42276","45","45","45"
"42277","48","48","48"
"42278","46","46","46"
"42279","46","46","46"
"42281","44","44","44"
"42284","47","47","47"
"42289","43","43","43"
"42290","44","44","44"
"42295","2","2","2"
"42298","43","43","43"
"42301","26","26","26"
"42304","43","43","43"
"42315","44","44","44"
"42316","3","3","3"
"42323","46","46","46"
"42331","23","23","23"
"42333","44","44","44"
"42340","44","44","44"
"42346","6","6","6"
"42352","6","6","6"
"42360","46","46","46"
"42363","47","47","47"
"42367","44","44","44"
"42374","49","49","49"
"42377","46","46","46"
"42378","44","44","44"
"42380","46","46","46"
"42382","43","43","43"
"42383","47","47","47"
"42386","46","46","46"
"42394","49","49","49"
"42408","44","44","44"
"42416","44","44","44"
"42417","44","44","44"
"42418","43","43","43"
"42421","44","44","44"
"42423","46","46","46"
"42428","21","21","21"
"42431","47","47","47"
"42439","43","43","43"
"42441","43","43","43"
"42444","47","47","47"
"42445","48","48","48"
"42447","45","45","45"
"42470","17","17","17"
"42474","43","43","43"
"42478","51","51","51"
"42489","48","48","48"
"42503","10","10","10"
"42511","26","26","26"
"42515","49","49","49"
"42526","43","43","43"
"42529","43","43","43"
"42540","44","44","44"
"42547","44","44","44"
"42548","9","9","9"
"42556","47","47","47"
"42557","45","45","45"
"42559","44","44","44"
"42562","47","47","47"
"42567","45","45","45"
"42569","45","45","45"
"42576","45","45","45"
"42582","45","45","45"
"42588","48","48","48"
"42592","48","48","48"
"42595","43","43","43"
"42601","45","45","45"
"42612","45","45","45"
"42615","49","49","49"
"42617","43","43","43"
"42620","44","44","44"
"42624","46","46","46"
"42626","50","50","50"
"42631","44","44","44"
"42632","44","44","44"
"42640","43","43","43"
"42641","-1","-1","-1"
"42642","45","45","45"
"42646","44","44","44"
"42648","20","20","20"
"42657","44","44","44"
"42662","45","45","45"
"42666","47","47","47"
"42667","45","45","45"
"42668","44","44","44"
"42679","52","52","52"
"42682","47","47","47"
"42685","43","43","43"
"42692","45","45","45"
"42696","48","48","48"
"42702","47","47","47"
"42709","47","47","47"
"42711","45","45","45"
"42715","6","6","6"
"42727","44","44","44"
"42728","44","44","44"
"42729","45","45","45"
"42730","44","44","44"
"42732","10","10","10"
"42739","19","19","19"
"42740","46","46","46"
"42743","49","49","49"
"42749","20","20","20"
"42753","48","48","48"
"42755","43","43","43"
"42768","47","47","47"
"42772","44","44","44"
"42775","43","43","43"
"42777","43","43","43"
"42782","44","44","44"
"42790","45","45","45"
"42803","46","46","46"
"42804","47","47","47"
"42809","46","46","46"
"42811","48","48","48"
"42817","45","45","45"
"42821","25","25","25"
"42827","45","45","45"
"42832","43","43","43"
"42835","44","44","44"
"42836","50","50","50"
"42843","44","44","44"
"42855","47","47","47"
"42857","46","46","46"
"42859","43","43","43"
"42860","46","46","46"
"42863","44","44","44"
"42870","45","45","45"
"42871","44","44","44"
"42878","45","45","45"
"42883","47","47","47"
"42884","27","27","27"
"42888","47","47","47"
"42889","44","44","44"
"42896","43","43","43"
"42903","44","44","44"
"42905","45","45","45"
"42906","43","43","43"
"42908","10","10","10"
"42912","23","23","23"
"42917","46","46","46"
"42924","44","44","44"
"42926","44","44","44"
"42936","45","45","45"
"42940","45","45","45"
"42943","4","4","4"
"42944","45","45","45"
"42945","9","9","9"
"42960","45","45","45"
"42962","21","21","21"
"42973","47","47","47"
"42975","24","24","24"
"42977","24","24","24"
"42985","45","45","45"
"42987","17","17","17"
"42995","15","15","15"
"42999","43","43","43"
"43000","45","45","45"
"43004","10","10","10"
"43005","-1","-1","-1"
"43016","47","47","47"
"43024","45","45","45"
"43038","47","47","47"
"43044","50","50","50"
"43046","46","46","46"
"43049","44","44","44"
"43053","51","51","51"
"43056","17","17","17"
"43065","47","47","47"
"43066","43","43","43"
"43067","47","47","47"
"43068","44","44","44"
"43075","46","46","46"
"43076","46","46","46"
"43083","45","45","45"
"43089","43","43","43"
"43095","45","45","45"
"43096","47","47","47"
"43112","6","6","6"
"43114","43","43","43"
"43115","43","43","43"
"43130","46","46","46"
"43132","43","43","43"
"43135","44","44","44"
"43137","43","43","43"
"43158","46","46","46"
"43164","47","47","47"
"43166","44","44","44"
"43170","44","44","44"
"43174","43","43","43"
"43185","43","43","43"
"43187","13","13","13"
"43190","43","43","43"
"43191","43","43","43"
"43194","45","45","45"
"43196","44","44","44"
"43197","46","46","46"
"43204","49","49","49"
"43207","47","47","47"
"43214","48","48","48"
"43216","27","27","27"
"43217","48","48","48"
"43226","45","45","45"
"43227","45","45","45"
"43228","45","45","45"
"43234","46","46","46"
"43242","52","52","52"
"43253","46","46","46"
"43256","48","48","48"
"43260","43","43","43"
"43263","10","10","10"
"43276","46","46","46"
"43281","9","9","9"
"43286","44","44","44"
"43288","46","46","46"
"43299","46","46","46"
"43308","48","48","48"
"43309","44","44","44"
"43312","45","45","45"
"43316","46","46","46"
"43322","45","45","45"
"43329","44","44","44"
"43336","47","47","47"
"43347","48","48","48"
"43351","45","45","45"
"43353","43","43","43"
"43367","43","43","43"
"43376","47","47","47"
"43378","44","44","44"
"43385","46","46","46"
"43389","46","46","46"
"43390","44","44","44"
"43400","44","44","44"
"43401","24","24","24"
"43403","49","49","49"
"43412","43","43","43"
"43413","46","46","46"
"43414","50","50","50"
"43426","47","47","47"
"43427","44","44","44"
"43428","45","45","45"
"43439","47","47","47"
"43440","44","44","44"
"43442","43","43","43"
"43454","45","45","45"
"43461","46","46","46"
"43462","45","45","45"
"43467","43","43","43"
"43471","45","45","45"
"43478","45","45","45"
"43480","45","45","45"
"43483","47","47","47"
"43484","47","47","47"
"43486","46","46","46"
"43492","45","45","45"
"43493","44","44","44"
"43502","47","47","47"
"43503","49","49","49"
"43506","43","43","43"
"43518","46","46","46"
"43519","27","27","27"
"43520","47","47","47"
"43522","47","47","47"
"43524","44","44","44"
"43533","45","45","45"
"43534","48","48","48"
"43536","43","43","43"
"43538","45","45","45"
"43541","46","46","46"
"43544","45","45","45"
"43547","43","43","43"
"43558","44","44","44"
"43562","44","44","44"
"43567","43","43","43"
"43574","43","43","43"
"43576","11","11","11"
"43580","44","44","44"
"43595","47","47","47"
"43596","44","44","44"
"43598","43","43","43"
"43601","46","46","46"
"43603","47","47","47"
"43605","45","45","45"
"43607","43","43","43"
"43609","48","48","48"
"43610","49","49","49"
"43614","46","46","46"
"43617","48","48","48"
"43623","48","48","48"
"43628","46","46","46"
"43629","48","48","48"
"43632","46","46","46"
"43636","51","51","51"
"43637","43","43","43"
"43642","46","46","46"
"43644","46","46","46"
"43649","51","51","51"
"43650","47","47","47"
"43652","43","43","43"
"43664","2","2","2"
"43667","44","44","44"
"43668","3","3","3"
"43672","49","49","49"
"43677","45","45","45"
"43679","47","47","47"
"43684","23","23","23"
"43686","45","45","45"
"43688","46","46","46"
"43696","43","43","43"
"43699","43","43","43"
