episode,train_reward,win,roll_mean,roll_std,roll_win
952,-1.0,0,,,
953,-1.0,0,,,
954,0.0,0,,,
955,-3.0,0,,,
956,3.0,0,,,
957,1.0,0,,,
958,2.0,0,,,
959,-3.0,0,,,
960,-2.0,0,,,
961,-3.0,0,,,
962,0.0,0,,,
963,-1.0,0,,,
964,4.0,0,,,
965,6.0,0,,,
966,3.0,0,,,
967,0.0,0,,,
968,-3.0,0,,,
969,-3.0,0,,,
970,-1.0,0,,,
971,3.0,0,,,
972,5.0,0,,,
973,1.0,0,,,
974,-3.0,0,,,
975,4.0,0,,,
976,-2.0,0,,,
977,-1.0,0,,,
978,-2.0,0,,,
979,0.0,0,,,
980,-1.0,0,,,
981,-3.0,0,,,
982,1.0,0,,,
983,-2.0,0,,,
984,-2.0,0,,,
985,2.0,0,,,
986,-1.0,0,,,
987,0.0,0,,,
988,-3.0,0,,,
989,-3.0,0,,,
990,0.0,0,,,
991,-1.0,0,,,
992,-2.0,0,,,
993,-2.0,0,,,
994,-3.0,0,,,
995,-1.0,0,,,
996,-1.0,0,,,
997,-2.0,0,,,
998,0.0,0,,,
999,-2.0,0,,,
1000,-3.0,0,,,
1001,1.0,0,,,
1002,-1.0,0,,,
1003,-3.0,0,,,
1004,-3.0,0,,,
1005,-1.0,0,,,
1006,-3.0,0,,,
1007,-1.0,0,,,
1008,-2.0,0,,,
1009,-3.0,0,,,
1010,-1.0,0,,,
1011,-1.0,0,,,
1012,-2.0,0,,,
1013,-3.0,0,,,
1014,-2.0,0,,,
1015,-2.0,0,,,
1016,-3.0,0,,,
1017,-3.0,0,,,
1018,0.0,0,,,
1019,2.0,0,,,
1020,0.0,0,,,
1021,-3.0,0,,,
1022,-3.0,0,,,
1023,-2.0,0,,,
1024,3.0,0,,,
1025,1.0,0,,,
1026,-1.0,0,,,
1027,0.0,0,,,
1028,0.0,0,,,
1029,-1.0,0,,,
1030,-2.0,0,,,
1031,0.0,0,,,
1032,-1.0,0,,,
1033,-2.0,0,,,
1034,-3.0,0,,,
1035,0.0,0,,,
1036,2.0,0,,,
1037,-2.0,0,,,
1038,0.0,0,,,
1039,-1.0,0,,,
1040,0.0,0,,,
1041,-1.0,0,,,
1042,-3.0,0,,,
1043,2.0,0,,,
1044,0.0,0,,,
1045,-2.0,0,,,
1046,-3.0,0,,,
1047,3.0,0,,,
1048,4.0,0,,,
1049,4.0,0,,,
1050,-3.0,0,,,
1051,2.0,0,,,
1052,-2.0,0,,,
1053,1.0,0,,,
1054,-2.0,0,,,
