"Step","non_det_DDQN_3_100k - total_reward","non_det_DDQN_3_100k - total_reward__MIN","non_det_DDQN_3_100k - total_reward__MAX"
"10388","-2","-2","-2"
"10395","-2","-2","-2"
"10398","-2","-2","-2"
"10401","1","1","1"
"10434","-2","-2","-2"
"10436","-2","-2","-2"
"10448","-2","-2","-2"
"10453","-2","-2","-2"
"10463","0","0","0"
"10464","1","1","1"
"10471","-2","-2","-2"
"10480","-2","-2","-2"
"10483","-1","-1","-1"
"10491","-2","-2","-2"
"10493","-2","-2","-2"
"10494","5","5","5"
"10513","1","1","1"
"10525","-2","-2","-2"
"10529","1","1","1"
"10531","-2","-2","-2"
"10544","1","1","1"
"10546","-1","-1","-1"
"10571","0","0","0"
"10579","-1","-1","-1"
"10616","-2","-2","-2"
"10625","-2","-2","-2"
"10626","-1","-1","-1"
"10628","1","1","1"
"10642","-2","-2","-2"
"10665","7","7","7"
"10670","4","4","4"
"10676","-2","-2","-2"
"10692","-2","-2","-2"
"10702","0","0","0"
"10715","2","2","2"
"10722","0","0","0"
"10723","-2","-2","-2"
"10734","-2","-2","-2"
"10744","1","1","1"
"10758","-1","-1","-1"
"10763","-2","-2","-2"
"10786","-2","-2","-2"
"10796","1","1","1"
"10802","-1","-1","-1"
"10821","-2","-2","-2"
"10822","-1","-1","-1"
"10837","2","2","2"
"10839","-2","-2","-2"
"10845","-2","-2","-2"
"10854","2","2","2"
"10861","-2","-2","-2"
"10878","-2","-2","-2"
"10881","-2","-2","-2"
"10882","0","0","0"
"10885","4","4","4"
"10896","-1","-1","-1"
"10914","-1","-1","-1"
"10922","-2","-2","-2"
"10931","2","2","2"
"10932","0","0","0"
"10935","-2","-2","-2"
"10953","1","1","1"
"10958","-2","-2","-2"
"10959","-2","-2","-2"
"10960","-2","-2","-2"
"10969","-2","-2","-2"
"10974","-2","-2","-2"
"10988","-2","-2","-2"
"10990","2","2","2"
"10996","0","0","0"
"10997","-1","-1","-1"
"11006","2","2","2"
"11015","-2","-2","-2"
"11021","-2","-2","-2"
"11031","1","1","1"
"11036","-2","-2","-2"
"11050","1","1","1"
"11052","0","0","0"
"11064","-1","-1","-1"
"11071","-2","-2","-2"
"11078","2","2","2"
"11081","-1","-1","-1"
"11085","-2","-2","-2"
"11109","-1","-1","-1"
"11112","2","2","2"
"11146","-2","-2","-2"
"11149","-2","-2","-2"
"11171","-1","-1","-1"
"11181","-2","-2","-2"
"11188","-1","-1","-1"
"11199","-1","-1","-1"
"11225","0","0","0"
"11229","-2","-2","-2"
"11242","-1","-1","-1"
"11248","0","0","0"
"11260","1","1","1"
"11263","-2","-2","-2"
"11272","-2","-2","-2"
"11281","-2","-2","-2"
"11283","-1","-1","-1"
"11284","-2","-2","-2"
"11302","-2","-2","-2"
"11306","-1","-1","-1"
"11307","-2","-2","-2"
"11308","-1","-1","-1"
"11341","3","3","3"
"11343","-2","-2","-2"
"11366","-2","-2","-2"
"11372","0","0","0"
"11381","-1","-1","-1"
"11384","0","0","0"
"11414","-2","-2","-2"
"11440","-1","-1","-1"
"11442","-1","-1","-1"
"11448","-2","-2","-2"
"11452","-2","-2","-2"
"11467","-1","-1","-1"
"11493","0","0","0"
"11513","-2","-2","-2"
"11519","-2","-2","-2"
"11545","1","1","1"
"11548","-2","-2","-2"
"11559","-2","-2","-2"
"11564","-2","-2","-2"
"11568","0","0","0"
"11570","-2","-2","-2"
"11582","-2","-2","-2"
"11594","-1","-1","-1"
"11616","-2","-2","-2"
"11628","-2","-2","-2"
"11630","0","0","0"
"11632","-2","-2","-2"
"11647","0","0","0"
"11658","-2","-2","-2"
"11671","1","1","1"
"11672","-2","-2","-2"
"11677","-1","-1","-1"
"11681","1","1","1"
"11683","0","0","0"
"11684","-2","-2","-2"
"11697","-2","-2","-2"
"11708","-2","-2","-2"
"11709","1","1","1"
"11713","-1","-1","-1"
"11718","-2","-2","-2"
"11721","-2","-2","-2"
"11746","1","1","1"
"11752","-1","-1","-1"
"11754","4","4","4"
"11765","-2","-2","-2"
"11768","-1","-1","-1"
"11779","-2","-2","-2"
"11784","-2","-2","-2"
"11786","-1","-1","-1"
"11787","-2","-2","-2"
"11800","-2","-2","-2"
"11831","-2","-2","-2"
"11843","-2","-2","-2"
"11847","-2","-2","-2"
"11870","-1","-1","-1"
"11877","-1","-1","-1"
"11905","-1","-1","-1"
"11907","3","3","3"
"11913","4","4","4"
"11915","-2","-2","-2"
"11927","-2","-2","-2"
"11935","-2","-2","-2"
"11938","-2","-2","-2"
"11939","-2","-2","-2"
"11945","0","0","0"
"11964","-1","-1","-1"
"11967","-1","-1","-1"
"11977","-2","-2","-2"
"11990","12","12","12"
"12012","1","1","1"
"12014","1","1","1"
"12018","3","3","3"
"12019","-2","-2","-2"
"12029","1","1","1"
"12036","3","3","3"
"12074","4","4","4"
"12104","-2","-2","-2"
"12108","-2","-2","-2"
"12118","1","1","1"
"12141","-2","-2","-2"
"12165","2","2","2"
"12173","0","0","0"
"12180","-1","-1","-1"
"12194","3","3","3"
"12216","-2","-2","-2"
"12226","-2","-2","-2"
"12231","1","1","1"
"12241","-1","-1","-1"
"12251","0","0","0"
"12256","4","4","4"
"12266","-2","-2","-2"
"12277","-1","-1","-1"
"12281","-2","-2","-2"
"12285","-2","-2","-2"
"12290","-2","-2","-2"
"12294","-2","-2","-2"
"12299","-2","-2","-2"
"12304","-2","-2","-2"
"12331","-1","-1","-1"
"12347","0","0","0"
"12356","-1","-1","-1"
"12363","-2","-2","-2"
"12384","-2","-2","-2"
"12391","-2","-2","-2"
"12399","-2","-2","-2"
"12402","0","0","0"
"12406","-2","-2","-2"
"12407","-2","-2","-2"
"12426","1","1","1"
"12439","-2","-2","-2"
"12445","-1","-1","-1"
"12462","-2","-2","-2"
"12468","1","1","1"
"12475","-2","-2","-2"
"12508","0","0","0"
"12509","-1","-1","-1"
"12518","4","4","4"
"12530","1","1","1"
"12538","-2","-2","-2"
"12553","-2","-2","-2"
"12570","-2","-2","-2"
"12581","-1","-1","-1"
"12609","-2","-2","-2"
"12617","2","2","2"
"12621","0","0","0"
"12629","-2","-2","-2"
"12630","-1","-1","-1"
"12632","-2","-2","-2"
"12636","0","0","0"
"12642","3","3","3"
"12650","-1","-1","-1"
"12660","-2","-2","-2"
"12669","-2","-2","-2"
"12675","-2","-2","-2"
"12712","2","2","2"
"12723","3","3","3"
"12727","-1","-1","-1"
"12729","-2","-2","-2"
"12760","1","1","1"
"12766","-2","-2","-2"
"12767","-2","-2","-2"
"12772","-1","-1","-1"
"12780","0","0","0"
"12783","-1","-1","-1"
"12793","-1","-1","-1"
"12797","-1","-1","-1"
"12824","1","1","1"
"12830","-2","-2","-2"
"12841","0","0","0"
"12859","-2","-2","-2"
"12860","-1","-1","-1"
"12868","-2","-2","-2"
"12869","-2","-2","-2"
"12886","-2","-2","-2"
"12900","0","0","0"
"12902","-2","-2","-2"
"12908","-2","-2","-2"
"12923","2","2","2"
"12944","-1","-1","-1"
"12946","0","0","0"
"12950","-1","-1","-1"
"12961","-1","-1","-1"
"12964","-1","-1","-1"
"12970","0","0","0"
"12976","2","2","2"
"12980","0","0","0"
"13010","-2","-2","-2"
"13013","0","0","0"
"13021","-2","-2","-2"
"13033","-2","-2","-2"
"13040","-1","-1","-1"
"13046","-1","-1","-1"
"13053","-2","-2","-2"
"13088","-2","-2","-2"
"13095","-2","-2","-2"
"13107","-2","-2","-2"
"13109","1","1","1"
"13110","-2","-2","-2"
"13111","1","1","1"
"13119","-2","-2","-2"
"13138","-2","-2","-2"
"13141","0","0","0"
"13151","0","0","0"
"13160","-2","-2","-2"
"13167","1","1","1"
"13168","-1","-1","-1"
"13176","-2","-2","-2"
"13198","-1","-1","-1"
"13217","-2","-2","-2"
"13221","2","2","2"
"13240","-2","-2","-2"
"13243","1","1","1"
"13248","1","1","1"
"13254","-2","-2","-2"
"13279","-2","-2","-2"
"13289","6","6","6"
"13301","-1","-1","-1"
"13311","-1","-1","-1"
"13315","1","1","1"
"13317","-1","-1","-1"
"13333","-1","-1","-1"
"13341","-2","-2","-2"
"13345","0","0","0"
"13377","-1","-1","-1"
"13383","4","4","4"
"13392","-2","-2","-2"
"13395","2","2","2"
"13410","-2","-2","-2"
"13428","-2","-2","-2"
"13433","4","4","4"
"13435","2","2","2"
"13448","-2","-2","-2"
"13462","-1","-1","-1"
"13468","0","0","0"
"13493","-2","-2","-2"
"13499","2","2","2"
"13520","1","1","1"
"13533","0","0","0"
"13537","1","1","1"
"13548","-1","-1","-1"
"13555","-2","-2","-2"
"13566","-2","-2","-2"
"13582","1","1","1"
"13602","-2","-2","-2"
"13621","1","1","1"
"13639","0","0","0"
"13642","4","4","4"
"13658","-1","-1","-1"
"13660","-2","-2","-2"
"13668","-2","-2","-2"
"13685","-1","-1","-1"
"13704","1","1","1"
"13713","0","0","0"
"13714","-2","-2","-2"
"13719","-1","-1","-1"
"13721","-2","-2","-2"
"13722","1","1","1"
"13732","-1","-1","-1"
"13743","3","3","3"
"13753","-1","-1","-1"
"13769","-2","-2","-2"
"13774","2","2","2"
"13808","-1","-1","-1"
"13820","-2","-2","-2"
"13831","-2","-2","-2"
"13833","-2","-2","-2"
"13834","1","1","1"
"13837","-1","-1","-1"
"13839","-2","-2","-2"
"13847","-1","-1","-1"
"13856","1","1","1"
"13858","-2","-2","-2"
"13877","-1","-1","-1"
"13888","-2","-2","-2"
"13891","-1","-1","-1"
"13915","1","1","1"
"13916","-1","-1","-1"
"13918","0","0","0"
"13920","-2","-2","-2"
"13924","-2","-2","-2"
"13935","-2","-2","-2"
"13951","0","0","0"
"13960","3","3","3"
"13962","1","1","1"
"14000","-2","-2","-2"
"14015","-1","-1","-1"
"14021","-2","-2","-2"
"14029","-1","-1","-1"
"14031","-2","-2","-2"
"14055","-1","-1","-1"
"14058","-2","-2","-2"
"14065","18","18","18"
"14084","0","0","0"
"14097","0","0","0"
"14099","4","4","4"
"14103","0","0","0"
"14119","-2","-2","-2"
"14122","16","16","16"
"14126","-2","-2","-2"
"14127","-1","-1","-1"
"14134","-1","-1","-1"
"14135","-2","-2","-2"
"14138","-2","-2","-2"
"14139","17","17","17"
"14143","0","0","0"
"14146","-1","-1","-1"
"14147","1","1","1"
"14158","0","0","0"
"14170","-2","-2","-2"
"14173","-2","-2","-2"
"14193","-2","-2","-2"
"14197","-2","-2","-2"
"14215","-2","-2","-2"
"14241","-2","-2","-2"
"14248","2","2","2"
"14254","0","0","0"
"14271","2","2","2"
"14277","-1","-1","-1"
"14278","1","1","1"
"14285","-2","-2","-2"
"14286","-2","-2","-2"
"14289","-1","-1","-1"
"14298","-1","-1","-1"
"14302","0","0","0"
"14304","1","1","1"
"14311","-2","-2","-2"
"14319","-1","-1","-1"
"14321","0","0","0"
"14325","0","0","0"
"14331","1","1","1"
"14339","6","6","6"
"14385","-2","-2","-2"
"14404","-1","-1","-1"
"14407","-1","-1","-1"
"14411","3","3","3"
"14417","-2","-2","-2"
"14427","-2","-2","-2"
"14444","-1","-1","-1"
"14465","-2","-2","-2"
"14470","-1","-1","-1"
"14472","-2","-2","-2"
"14528","-2","-2","-2"
"14530","-1","-1","-1"
"14533","-2","-2","-2"
"14538","2","2","2"
"14564","1","1","1"
"14571","-2","-2","-2"
"14586","0","0","0"
"14590","-2","-2","-2"
"14593","-2","-2","-2"
"14597","-2","-2","-2"
"14634","0","0","0"
"14653","-2","-2","-2"
"14655","-2","-2","-2"
"14656","-1","-1","-1"
"14661","-2","-2","-2"
"14677","-2","-2","-2"
"14680","-2","-2","-2"
"14687","-1","-1","-1"
"14707","-1","-1","-1"
"14722","-2","-2","-2"
"14734","-2","-2","-2"
"14757","-1","-1","-1"
"14760","-2","-2","-2"
"14770","-1","-1","-1"
"14779","-2","-2","-2"
"14785","-1","-1","-1"
"14787","-2","-2","-2"
"14788","-2","-2","-2"
"14800","-2","-2","-2"
"14818","-2","-2","-2"
"14821","0","0","0"
"14833","4","4","4"
"14835","-1","-1","-1"
"14839","-1","-1","-1"
"14850","-1","-1","-1"
"14861","0","0","0"
"14862","0","0","0"
"14869","-1","-1","-1"
"14876","-1","-1","-1"
"14900","-2","-2","-2"
"14904","-2","-2","-2"
"14918","-2","-2","-2"
"14939","0","0","0"
"14945","-2","-2","-2"
"14952","3","3","3"
"14978","-2","-2","-2"
"14982","-2","-2","-2"
"14985","-2","-2","-2"
"14995","-1","-1","-1"
"15020","-2","-2","-2"
"15024","0","0","0"
"15026","-2","-2","-2"
"15049","-1","-1","-1"
"15060","2","2","2"
"15076","-2","-2","-2"
"15084","-2","-2","-2"
"15110","-1","-1","-1"
"15141","0","0","0"
"15144","-2","-2","-2"
"15145","-2","-2","-2"
"15147","-1","-1","-1"
"15148","-2","-2","-2"
"15171","0","0","0"
"15194","0","0","0"
"15234","-2","-2","-2"
"15241","2","2","2"
"15248","-1","-1","-1"
"15250","2","2","2"
"15261","-2","-2","-2"
"15273","-1","-1","-1"
"15276","-2","-2","-2"
"15278","-2","-2","-2"
"15286","-1","-1","-1"
"15288","-1","-1","-1"
"15290","-2","-2","-2"
"15323","-2","-2","-2"
"15344","-2","-2","-2"
"15350","1","1","1"
"15364","-2","-2","-2"
"15386","-2","-2","-2"
"15414","1","1","1"
"15417","-2","-2","-2"
"15425","0","0","0"
"15450","-2","-2","-2"
"15459","-2","-2","-2"
"15465","-1","-1","-1"
"15496","-2","-2","-2"
"15498","1","1","1"
"15523","2","2","2"
"15525","2","2","2"
"15532","0","0","0"
"15534","-2","-2","-2"
"15551","0","0","0"
"15559","-2","-2","-2"
"15568","-2","-2","-2"
"15586","0","0","0"
"15587","-2","-2","-2"
"15599","1","1","1"
"15610","5","5","5"
"15612","-2","-2","-2"
"15618","-2","-2","-2"
"15628","0","0","0"
"15630","1","1","1"
"15633","-2","-2","-2"
"15655","-2","-2","-2"
"15659","-1","-1","-1"
"15671","5","5","5"
"15677","-2","-2","-2"
"15698","1","1","1"
"15701","-2","-2","-2"
"15707","0","0","0"
"15716","-2","-2","-2"
"15717","3","3","3"
"15721","-1","-1","-1"
"15736","-1","-1","-1"
"15738","-2","-2","-2"
"15745","3","3","3"
"15749","0","0","0"
"15759","-2","-2","-2"
"15779","1","1","1"
"15781","-1","-1","-1"
"15790","4","4","4"
"15795","-2","-2","-2"
"15796","1","1","1"
"15803","-1","-1","-1"
"15805","0","0","0"
"15807","0","0","0"
"15810","-2","-2","-2"
"15825","-2","-2","-2"
"15856","-2","-2","-2"
"15858","-1","-1","-1"
"15874","2","2","2"
"15882","0","0","0"
"15888","0","0","0"
"15932","4","4","4"
"15936","-2","-2","-2"
"15937","0","0","0"
"15943","-2","-2","-2"
"15945","0","0","0"
"15950","-2","-2","-2"
"15958","-1","-1","-1"
"15975","-2","-2","-2"
"15986","0","0","0"
"15999","-1","-1","-1"
"16003","-2","-2","-2"
"16007","0","0","0"
"16031","4","4","4"
"16034","-2","-2","-2"
"16060","-1","-1","-1"
"16063","-2","-2","-2"
"16069","-2","-2","-2"
"16106","-1","-1","-1"
"16132","-2","-2","-2"
"16148","-2","-2","-2"
"16153","1","1","1"
"16159","-1","-1","-1"
"16161","-2","-2","-2"
"16162","-1","-1","-1"
"16171","-1","-1","-1"
"16191","-2","-2","-2"
"16199","-2","-2","-2"
"16203","0","0","0"
"16205","-1","-1","-1"
"16223","2","2","2"
"16237","0","0","0"
"16254","-2","-2","-2"
"16259","4","4","4"
"16262","1","1","1"
"16308","-1","-1","-1"
"16309","-2","-2","-2"
"16315","-2","-2","-2"
"16332","1","1","1"
"16333","-1","-1","-1"
"16340","5","5","5"
"16351","2","2","2"
"16355","-1","-1","-1"
"16360","4","4","4"
"16374","1","1","1"
"16380","-2","-2","-2"
"16386","1","1","1"
"16389","-1","-1","-1"
"16390","-2","-2","-2"
"16406","-2","-2","-2"
"16409","-2","-2","-2"
"16422","4","4","4"
"16426","-1","-1","-1"
"16427","-1","-1","-1"
"16430","-2","-2","-2"
"16451","0","0","0"
"16456","1","1","1"
"16463","0","0","0"
"16464","-2","-2","-2"
"16472","3","3","3"
"16483","-1","-1","-1"
"16489","1","1","1"
"16494","0","0","0"
"16533","1","1","1"
"16535","-1","-1","-1"
"16548","-2","-2","-2"
"16597","2","2","2"
"16598","-1","-1","-1"
"16603","2","2","2"
"16606","-1","-1","-1"
"16615","-1","-1","-1"
"16618","-2","-2","-2"
"16629","1","1","1"
"16634","0","0","0"
"16639","-1","-1","-1"
"16647","2","2","2"
"16649","-2","-2","-2"
"16656","-2","-2","-2"
"16660","2","2","2"
"16665","0","0","0"
"16667","-2","-2","-2"
"16676","-1","-1","-1"
"16718","-2","-2","-2"
"16741","-2","-2","-2"
"16742","5","5","5"
"16760","0","0","0"
"16761","-2","-2","-2"
"16768","0","0","0"
"16777","0","0","0"
"16780","3","3","3"
"16784","-1","-1","-1"
"16785","6","6","6"
"16788","0","0","0"
"16794","-1","-1","-1"
"16799","6","6","6"
"16805","1","1","1"
"16813","0","0","0"
"16814","4","4","4"
"16817","-1","-1","-1"
"16820","-1","-1","-1"
"16845","0","0","0"
"16873","-2","-2","-2"
"16874","-2","-2","-2"
"16882","2","2","2"
"16891","0","0","0"
"16912","-2","-2","-2"
"16916","3","3","3"
"16941","-2","-2","-2"
"16943","3","3","3"
"16962","1","1","1"
"16976","5","5","5"
"16984","-2","-2","-2"
"16985","-2","-2","-2"
"16986","1","1","1"
"16997","-1","-1","-1"
"17009","-1","-1","-1"
"17011","-1","-1","-1"
"17052","5","5","5"
"17053","-1","-1","-1"
"17064","2","2","2"
"17076","-1","-1","-1"
"17083","-2","-2","-2"
"17104","2","2","2"
"17132","5","5","5"
"17140","-2","-2","-2"
"17177","-1","-1","-1"
"17181","1","1","1"
"17182","-2","-2","-2"
"17196","8","8","8"
"17209","16","16","16"
"17216","2","2","2"
"17232","-2","-2","-2"
"17243","3","3","3"
"17252","-2","-2","-2"
"17265","-2","-2","-2"
"17280","4","4","4"
"17305","15","15","15"
"17313","0","0","0"
"17321","-2","-2","-2"
"17332","0","0","0"
"17348","0","0","0"
"17355","3","3","3"
"17364","-2","-2","-2"
"17370","-2","-2","-2"
"17381","4","4","4"
"17394","-2","-2","-2"
"17396","-1","-1","-1"
"17400","1","1","1"
"17405","-1","-1","-1"
"17439","-2","-2","-2"
"17444","-1","-1","-1"
"17458","1","1","1"
"17469","-1","-1","-1"
"17491","-2","-2","-2"
"17498","-1","-1","-1"
"17502","4","4","4"
"17504","0","0","0"
"17510","7","7","7"
"17512","0","0","0"
"17527","-1","-1","-1"
"17542","-1","-1","-1"
"17577","4","4","4"
"17580","-2","-2","-2"
"17583","-2","-2","-2"
"17584","2","2","2"
"17589","6","6","6"
"17590","0","0","0"
"17592","-2","-2","-2"
"17598","-1","-1","-1"
"17604","-1","-1","-1"
"17621","-2","-2","-2"
"17656","1","1","1"
"17659","6","6","6"
"17665","2","2","2"
"17681","5","5","5"
"17699","0","0","0"
"17701","0","0","0"
"17708","-1","-1","-1"
"17712","2","2","2"
"17715","-2","-2","-2"
"17745","-2","-2","-2"
"17750","-1","-1","-1"
"17777","-2","-2","-2"
"17809","0","0","0"
"17816","0","0","0"
"17821","-2","-2","-2"
"17850","1","1","1"
"17865","-2","-2","-2"
"17868","-2","-2","-2"
"17884","-2","-2","-2"
"17890","4","4","4"
"17894","0","0","0"
"17897","0","0","0"
"17906","2","2","2"
"17907","0","0","0"
"17910","-2","-2","-2"
"17919","0","0","0"
"17923","-1","-1","-1"
"17931","-1","-1","-1"
"17965","5","5","5"
"17970","0","0","0"
"17974","2","2","2"
"18002","0","0","0"
"18005","-2","-2","-2"
"18024","3","3","3"
"18029","-1","-1","-1"
"18044","-2","-2","-2"
"18055","-1","-1","-1"
"18058","-2","-2","-2"
"18063","1","1","1"
"18073","-2","-2","-2"
"18093","-2","-2","-2"
"18099","-1","-1","-1"
"18113","-1","-1","-1"
"18114","-2","-2","-2"
"18126","18","18","18"
"18128","-2","-2","-2"
"18174","8","8","8"
"18176","-2","-2","-2"
"18178","-2","-2","-2"
"18186","2","2","2"
"18197","-2","-2","-2"
"18220","1","1","1"
"18246","7","7","7"
"18260","1","1","1"
"18279","7","7","7"
"18286","-2","-2","-2"
"18288","2","2","2"
"18293","0","0","0"
"18298","0","0","0"
"18299","0","0","0"
"18305","-1","-1","-1"
"18306","-2","-2","-2"
"18312","1","1","1"
"18333","-1","-1","-1"
"18350","1","1","1"
"18351","-2","-2","-2"
"18352","0","0","0"
"18365","-1","-1","-1"
"18380","0","0","0"
"18382","-1","-1","-1"
"18404","-2","-2","-2"
"18415","0","0","0"
"18436","2","2","2"
"18454","-2","-2","-2"
"18458","-1","-1","-1"
"18465","0","0","0"
"18470","-1","-1","-1"
"18477","5","5","5"
"18484","6","6","6"
"18505","1","1","1"
"18506","-1","-1","-1"
"18507","4","4","4"
"18509","-2","-2","-2"
"18525","-1","-1","-1"
"18529","7","7","7"
"18534","-2","-2","-2"
"18535","-2","-2","-2"
"18536","0","0","0"
"18538","-1","-1","-1"
"18554","-2","-2","-2"
"18556","-2","-2","-2"
"18578","1","1","1"
"18581","-2","-2","-2"
"18596","-2","-2","-2"
"18602","-1","-1","-1"
"18608","0","0","0"
"18621","-2","-2","-2"
"18622","-2","-2","-2"
"18637","-2","-2","-2"
"18649","4","4","4"
"18650","2","2","2"
"18670","0","0","0"
"18673","15","15","15"
"18678","3","3","3"
"18685","-1","-1","-1"
"18699","0","0","0"
"18701","10","10","10"
"18731","2","2","2"
"18740","-2","-2","-2"
"18745","-2","-2","-2"
"18764","-1","-1","-1"
"18765","-1","-1","-1"
"18785","0","0","0"
"18792","3","3","3"
"18795","8","8","8"
"18808","-2","-2","-2"
"18842","4","4","4"
"18852","-2","-2","-2"
"18865","20","20","20"
"18872","7","7","7"
"18890","1","1","1"
"18894","-2","-2","-2"
"18908","-1","-1","-1"
"18932","0","0","0"
"18937","0","0","0"
"18938","11","11","11"
"18947","2","2","2"
"18954","-1","-1","-1"
"18964","1","1","1"
"18973","0","0","0"
"18974","-2","-2","-2"
"18983","7","7","7"
"18985","16","16","16"
"18991","3","3","3"
"19004","0","0","0"
"19019","0","0","0"
"19024","-1","-1","-1"
"19028","5","5","5"
"19032","0","0","0"
"19052","10","10","10"
"19085","-1","-1","-1"
"19098","-1","-1","-1"
"19100","0","0","0"
"19104","1","1","1"
"19126","2","2","2"
"19136","1","1","1"
"19141","-1","-1","-1"
"19149","-1","-1","-1"
"19173","-2","-2","-2"
"19176","1","1","1"
"19191","5","5","5"
"19205","-1","-1","-1"
"19209","-2","-2","-2"
"19233","3","3","3"
"19236","0","0","0"
"19242","-1","-1","-1"
"19247","-2","-2","-2"
"19250","-2","-2","-2"
"19252","0","0","0"
"19264","3","3","3"
"19271","-2","-2","-2"
"19272","3","3","3"
"19282","3","3","3"
"19291","6","6","6"
"19294","17","17","17"
"19295","0","0","0"
"19330","-1","-1","-1"
"19337","-1","-1","-1"
"19365","6","6","6"
"19387","-1","-1","-1"
"19394","-2","-2","-2"
"19397","5","5","5"
"19403","1","1","1"
"19407","19","19","19"
"19421","2","2","2"
"19423","2","2","2"
"19425","6","6","6"
"19436","-2","-2","-2"
"19437","1","1","1"
"19455","1","1","1"
"19465","-2","-2","-2"
"19466","0","0","0"
"19477","-2","-2","-2"
"19486","-1","-1","-1"
"19505","1","1","1"
"19506","1","1","1"
"19508","6","6","6"
"19517","7","7","7"
"19526","-2","-2","-2"
"19547","-2","-2","-2"
"19554","10","10","10"
"19559","-2","-2","-2"
"19567","9","9","9"
"19581","-1","-1","-1"
"19588","21","21","21"
"19590","0","0","0"
"19603","6","6","6"
"19612","-2","-2","-2"
"19624","9","9","9"
"19628","5","5","5"
"19639","2","2","2"
"19653","0","0","0"
"19681","-1","-1","-1"
"19693","1","1","1"
"19700","1","1","1"
"19704","-2","-2","-2"
"19709","0","0","0"
"19710","0","0","0"
"19718","8","8","8"
"19739","0","0","0"
"19749","2","2","2"
"19765","-2","-2","-2"
"19778","5","5","5"
"19792","-2","-2","-2"
"19810","8","8","8"
"19818","1","1","1"
"19822","-1","-1","-1"
"19838","3","3","3"
"19844","-1","-1","-1"
"19851","0","0","0"
"19852","1","1","1"
"19857","-1","-1","-1"
"19889","-2","-2","-2"
"19890","-1","-1","-1"
"19898","2","2","2"
"19922","8","8","8"
"19926","14","14","14"
"19929","9","9","9"
"19930","-1","-1","-1"
"19935","-2","-2","-2"
"19938","1","1","1"
"19939","0","0","0"
"19955","3","3","3"
"19962","-2","-2","-2"
"19968","8","8","8"
"19982","8","8","8"
"19984","2","2","2"
"19999","1","1","1"
"20004","1","1","1"
"20009","-2","-2","-2"
"20013","4","4","4"
"20015","-1","-1","-1"
"20022","13","13","13"
"20024","5","5","5"
"20046","-1","-1","-1"
"20058","-2","-2","-2"
"20062","3","3","3"
"20063","0","0","0"
"20065","2","2","2"
"20080","-2","-2","-2"
"20107","-1","-1","-1"
"20124","2","2","2"
"20141","1","1","1"
"20142","-2","-2","-2"
"20158","7","7","7"
"20165","3","3","3"
"20177","-1","-1","-1"
"20179","-2","-2","-2"
"20186","0","0","0"
"20196","-1","-1","-1"
"20217","4","4","4"
"20219","-1","-1","-1"
"20229","1","1","1"
"20236","0","0","0"
"20240","0","0","0"
"20244","0","0","0"
"20253","10","10","10"
"20267","0","0","0"
"20279","2","2","2"
"20295","1","1","1"
"20328","1","1","1"
"20333","-1","-1","-1"
"20351","9","9","9"
"20358","-2","-2","-2"
"20364","6","6","6"
"20460","-2","-2","-2"
"20461","-2","-2","-2"
"20503","0","0","0"
"20512","0","0","0"
"20524","2","2","2"
"20538","2","2","2"
"20561","-2","-2","-2"
"20563","25","25","25"
"20587","4","4","4"
"20590","0","0","0"
"20592","3","3","3"
"20593","-1","-1","-1"
"20599","2","2","2"
"20607","2","2","2"
"20613","-1","-1","-1"
"20614","10","10","10"
"20618","-1","-1","-1"
"20621","-1","-1","-1"
"20628","2","2","2"
"20643","-1","-1","-1"
"20646","5","5","5"
"20647","8","8","8"
"20661","3","3","3"
"20668","12","12","12"
"20696","0","0","0"
"20716","22","22","22"
"20717","-2","-2","-2"
"20722","-1","-1","-1"
"20758","2","2","2"
"20764","23","23","23"
"20778","19","19","19"
"20779","1","1","1"
"20800","-2","-2","-2"
"20805","-2","-2","-2"
"20807","2","2","2"
"20822","3","3","3"
"20825","6","6","6"
