"Step","non_det_DDQN_3_100k - total_reward","non_det_DDQN_3_100k - total_reward__MIN","non_det_DDQN_3_100k - total_reward__MAX"
"52373","7","7","7"
"52382","10","10","10"
"52406","-2","-2","-2"
"52412","43","43","43"
"52423","32","32","32"
"52456","24","24","24"
"52474","2","2","2"
"52495","7","7","7"
"52507","24","24","24"
"52514","-1","-1","-1"
"52542","3","3","3"
"52573","2","2","2"
"52584","-2","-2","-2"
"52592","-1","-1","-1"
"52594","-2","-2","-2"
"52599","-2","-2","-2"
"52603","6","6","6"
"52627","1","1","1"
"52638","28","28","28"
"52675","31","31","31"
"52687","3","3","3"
"52691","7","7","7"
"52703","20","20","20"
"52723","31","31","31"
"52749","30","30","30"
"52753","1","1","1"
"52755","-2","-2","-2"
"52758","34","34","34"
"52762","4","4","4"
"52770","10","10","10"
"52776","4","4","4"
"52788","1","1","1"
"52796","10","10","10"
"52803","1","1","1"
"52829","-1","-1","-1"
"52833","33","33","33"
"52836","27","27","27"
"52852","4","4","4"
"52857","31","31","31"
"52860","1","1","1"
"52876","29","29","29"
"52877","2","2","2"
"52880","33","33","33"
"52885","5","5","5"
"52891","3","3","3"
"52897","24","24","24"
"52902","36","36","36"
"52905","17","17","17"
"52917","28","28","28"
"52926","34","34","34"
"52936","5","5","5"
"52945","1","1","1"
"52946","5","5","5"
"52947","30","30","30"
"52953","25","25","25"
"52954","2","2","2"
"52956","37","37","37"
"52957","19","19","19"
"52958","9","9","9"
"52981","29","29","29"
"52986","2","2","2"
"52996","19","19","19"
"52997","28","28","28"
"52998","0","0","0"
"53008","9","9","9"
"53009","7","7","7"
"53038","37","37","37"
"53048","5","5","5"
"53054","-1","-1","-1"
"53070","2","2","2"
"53071","12","12","12"
"53080","5","5","5"
"53083","36","36","36"
"53105","0","0","0"
"53109","1","1","1"
"53112","21","21","21"
"53115","10","10","10"
"53120","5","5","5"
"53141","14","14","14"
"53142","0","0","0"
"53147","25","25","25"
"53237","9","9","9"
"53285","1","1","1"
"53306","11","11","11"
"53307","19","19","19"
"53322","25","25","25"
"53323","-1","-1","-1"
"53334","5","5","5"
"53376","36","36","36"
"53383","35","35","35"
"53400","10","10","10"
"53419","7","7","7"
"53427","30","30","30"
"53431","9","9","9"
"53471","30","30","30"
"53476","5","5","5"
"53493","34","34","34"
"53498","7","7","7"
"53517","33","33","33"
"53540","2","2","2"
"53548","14","14","14"
"53572","33","33","33"
"53584","10","10","10"
"53586","10","10","10"
"53594","4","4","4"
"53601","2","2","2"
"53611","1","1","1"
"53617","1","1","1"
"53627","29","29","29"
"53639","32","32","32"
"53663","10","10","10"
"53665","5","5","5"
"53680","-1","-1","-1"
"53685","36","36","36"
"53686","31","31","31"
"53687","1","1","1"
"53699","3","3","3"
"53701","11","11","11"
"53702","35","35","35"
"53707","33","33","33"
"53712","35","35","35"
"53717","0","0","0"
"53721","-1","-1","-1"
"53745","4","4","4"
"53758","4","4","4"
"53763","2","2","2"
"53776","6","6","6"
"53778","24","24","24"
"53798","3","3","3"
"53812","20","20","20"
"53817","1","1","1"
"53819","12","12","12"
"53836","27","27","27"
"53840","7","7","7"
"53880","-1","-1","-1"
"53896","39","39","39"
"53900","0","0","0"
"53901","23","23","23"
"53925","5","5","5"
"53927","6","6","6"
"53930","41","41","41"
"53938","23","23","23"
"53967","7","7","7"
"53972","1","1","1"
"53977","3","3","3"
"53992","1","1","1"
"54002","22","22","22"
"54025","0","0","0"
"54031","10","10","10"
"54038","0","0","0"
"54039","20","20","20"
"54050","13","13","13"
"54058","-1","-1","-1"
"54065","7","7","7"
"54077","3","3","3"
"54094","8","8","8"
"54107","1","1","1"
"54115","0","0","0"
"54118","6","6","6"
"54127","9","9","9"
"54138","-2","-2","-2"
"54148","4","4","4"
"54154","3","3","3"
"54160","-2","-2","-2"
"54161","14","14","14"
"54175","25","25","25"
"54185","8","8","8"
"54189","24","24","24"
"54196","10","10","10"
"54198","2","2","2"
"54206","32","32","32"
"54216","1","1","1"
"54222","21","21","21"
"54243","1","1","1"
"54250","10","10","10"
"54260","33","33","33"
"54275","20","20","20"
"54277","2","2","2"
"54284","1","1","1"
"54289","2","2","2"
"54307","29","29","29"
"54311","7","7","7"
"54313","12","12","12"
"54318","-1","-1","-1"
"54325","8","8","8"
"54364","-1","-1","-1"
"54366","6","6","6"
"54386","10","10","10"
"54387","3","3","3"
"54390","5","5","5"
"54400","19","19","19"
"54409","19","19","19"
"54411","1","1","1"
"54427","1","1","1"
"54433","20","20","20"
"54435","30","30","30"
"54436","2","2","2"
"54440","7","7","7"
"54461","7","7","7"
"54482","22","22","22"
"54486","-1","-1","-1"
"54496","11","11","11"
"54497","30","30","30"
"54502","20","20","20"
"54507","-1","-1","-1"
"54519","6","6","6"
"54524","3","3","3"
"54529","34","34","34"
"54557","17","17","17"
"54561","10","10","10"
"54568","22","22","22"
"54570","10","10","10"
"54590","8","8","8"
"54602","45","45","45"
"54607","7","7","7"
"54622","10","10","10"
"54624","1","1","1"
"54641","25","25","25"
"54654","29","29","29"
"54661","3","3","3"
"54677","4","4","4"
"54692","30","30","30"
"54694","6","6","6"
"54701","6","6","6"
"54719","25","25","25"
"54756","7","7","7"
"54768","23","23","23"
"54769","7","7","7"
"54776","38","38","38"
"54783","36","36","36"
"54784","0","0","0"
"54787","7","7","7"
"54788","1","1","1"
"54789","21","21","21"
"54802","22","22","22"
"54824","-1","-1","-1"
"54826","4","4","4"
"54849","-1","-1","-1"
"54868","0","0","0"
"54871","3","3","3"
"54874","3","3","3"
"54880","26","26","26"
"54884","20","20","20"
"54897","12","12","12"
"54929","33","33","33"
"54933","2","2","2"
"54936","1","1","1"
"54949","20","20","20"
"55004","7","7","7"
"55013","11","11","11"
"55020","23","23","23"
"55021","4","4","4"
"55024","8","8","8"
"55052","7","7","7"
"55057","6","6","6"
"55060","9","9","9"
"55066","6","6","6"
"55070","10","10","10"
"55105","5","5","5"
"55108","9","9","9"
"55116","17","17","17"
"55119","11","11","11"
"55140","0","0","0"
"55143","9","9","9"
"55156","4","4","4"
"55159","30","30","30"
"55161","7","7","7"
"55173","0","0","0"
"55179","10","10","10"
"55187","10","10","10"
"55200","-2","-2","-2"
"55206","20","20","20"
"55211","26","26","26"
"55212","32","32","32"
"55216","27","27","27"
"55217","23","23","23"
"55218","29","29","29"
"55229","32","32","32"
"55270","7","7","7"
"55324","26","26","26"
"55327","6","6","6"
"55351","3","3","3"
"55355","6","6","6"
"55389","4","4","4"
"55393","2","2","2"
"55433","31","31","31"
"55445","8","8","8"
"55448","5","5","5"
"55450","-2","-2","-2"
"55452","1","1","1"
"55491","4","4","4"
"55502","5","5","5"
"55506","22","22","22"
"55516","25","25","25"
"55517","-2","-2","-2"
"55519","38","38","38"
"55536","6","6","6"
"55545","25","25","25"
"55549","33","33","33"
"55554","21","21","21"
"55560","35","35","35"
"55579","36","36","36"
"55586","16","16","16"
"55615","29","29","29"
"55620","-2","-2","-2"
"55623","14","14","14"
"55624","8","8","8"
"55626","5","5","5"
"55627","43","43","43"
"55632","31","31","31"
"55645","-1","-1","-1"
"55649","10","10","10"
"55656","-1","-1","-1"
"55659","25","25","25"
"55675","9","9","9"
"55679","31","31","31"
"55687","2","2","2"
"55700","26","26","26"
"55701","26","26","26"
"55714","5","5","5"
"55722","28","28","28"
"55726","11","11","11"
"55729","5","5","5"
"55748","28","28","28"
"55753","3","3","3"
"55789","-1","-1","-1"
"55794","-1","-1","-1"
"55795","20","20","20"
"55808","3","3","3"
"55810","-1","-1","-1"
"55820","7","7","7"
"55822","17","17","17"
"55823","7","7","7"
"55826","30","30","30"
"55838","24","24","24"
"55842","7","7","7"
"55852","7","7","7"
"55856","15","15","15"
"55875","8","8","8"
"55879","15","15","15"
"55884","4","4","4"
"55890","21","21","21"
"55893","31","31","31"
"55917","21","21","21"
"55923","30","30","30"
"55924","32","32","32"
"55938","5","5","5"
"55946","8","8","8"
"55972","8","8","8"
"55975","3","3","3"
"55993","10","10","10"
"55998","16","16","16"
"56006","5","5","5"
"56031","5","5","5"
"56039","2","2","2"
"56043","13","13","13"
"56061","26","26","26"
"56066","30","30","30"
"56067","4","4","4"
"56071","9","9","9"
"56075","6","6","6"
"56077","5","5","5"
"56081","22","22","22"
"56090","5","5","5"
"56097","2","2","2"
"56101","4","4","4"
"56132","6","6","6"
"56134","26","26","26"
"56136","4","4","4"
"56144","7","7","7"
"56150","33","33","33"
"56166","34","34","34"
"56179","0","0","0"
"56188","19","19","19"
"56190","4","4","4"
"56228","0","0","0"
"56250","25","25","25"
"56257","4","4","4"
"56260","18","18","18"
"56263","29","29","29"
"56275","21","21","21"
"56278","6","6","6"
"56279","7","7","7"
"56292","21","21","21"
"56293","10","10","10"
"56297","17","17","17"
"56314","30","30","30"
"56321","0","0","0"
"56346","11","11","11"
"56349","10","10","10"
"56351","14","14","14"
"56355","3","3","3"
"56356","18","18","18"
"56365","3","3","3"
"56367","9","9","9"
"56371","31","31","31"
"56377","3","3","3"
"56398","6","6","6"
"56432","1","1","1"
"56435","2","2","2"
"56437","5","5","5"
"56446","9","9","9"
"56457","29","29","29"
"56471","-2","-2","-2"
"56477","6","6","6"
"56478","8","8","8"
"56510","33","33","33"
"56536","8","8","8"
"56537","26","26","26"
"56546","0","0","0"
"56565","5","5","5"
"56566","8","8","8"
"56585","1","1","1"
"56600","1","1","1"
"56604","14","14","14"
"56606","7","7","7"
"56608","7","7","7"
"56611","2","2","2"
"56617","46","46","46"
"56621","33","33","33"
"56624","6","6","6"
"56633","6","6","6"
"56647","9","9","9"
"56656","40","40","40"
"56686","26","26","26"
"56704","21","21","21"
"56711","8","8","8"
"56721","34","34","34"
"56738","8","8","8"
"56759","3","3","3"
"56761","28","28","28"
"56769","29","29","29"
"56774","9","9","9"
"56778","9","9","9"
"56783","5","5","5"
"56789","19","19","19"
"56835","6","6","6"
"56849","8","8","8"
"56868","25","25","25"
"56886","0","0","0"
"56887","0","0","0"
"56895","6","6","6"
"56900","1","1","1"
"56908","7","7","7"
"56910","15","15","15"
"56930","5","5","5"
"56947","10","10","10"
"56955","1","1","1"
"56956","1","1","1"
"56960","37","37","37"
"56970","0","0","0"
"56972","1","1","1"
"56979","8","8","8"
"56987","-1","-1","-1"
"56989","31","31","31"
"56992","5","5","5"
"56999","-1","-1","-1"
"57004","26","26","26"
"57005","12","12","12"
"57013","25","25","25"
"57018","23","23","23"
"57023","16","16","16"
"57030","25","25","25"
"57034","13","13","13"
"57043","11","11","11"
"57082","0","0","0"
"57109","0","0","0"
"57116","10","10","10"
"57133","11","11","11"
"57137","6","6","6"
"57140","4","4","4"
"57144","29","29","29"
"57148","3","3","3"
"57166","3","3","3"
"57170","38","38","38"
"57176","26","26","26"
"57177","35","35","35"
"57187","36","36","36"
"57215","5","5","5"
"57222","1","1","1"
"57232","5","5","5"
"57239","4","4","4"
"57244","31","31","31"
"57252","20","20","20"
"57258","5","5","5"
"57268","21","21","21"
"57272","23","23","23"
"57275","36","36","36"
"57310","34","34","34"
"57312","2","2","2"
"57317","6","6","6"
"57337","9","9","9"
"57342","42","42","42"
"57357","6","6","6"
"57366","-2","-2","-2"
"57374","14","14","14"
"57383","32","32","32"
"57388","35","35","35"
"57392","9","9","9"
"57395","5","5","5"
"57399","3","3","3"
"57408","32","32","32"
"57417","27","27","27"
"57422","-2","-2","-2"
"57424","26","26","26"
"57425","25","25","25"
"57439","1","1","1"
"57472","14","14","14"
"57480","34","34","34"
"57486","13","13","13"
"57491","20","20","20"
"57501","31","31","31"
"57518","9","9","9"
"57521","22","22","22"
"57589","4","4","4"
"57611","5","5","5"
"57615","30","30","30"
"57621","24","24","24"
"57626","7","7","7"
"57631","9","9","9"
"57650","6","6","6"
"57652","8","8","8"
"57653","9","9","9"
"57654","17","17","17"
"57663","12","12","12"
"57682","10","10","10"
"57689","1","1","1"
"57692","0","0","0"
"57699","-2","-2","-2"
"57724","6","6","6"
"57746","38","38","38"
"57747","35","35","35"
"57753","2","2","2"
"57756","-2","-2","-2"
"57762","11","11","11"
"57763","28","28","28"
"57766","26","26","26"
"57769","26","26","26"
"57795","8","8","8"
"57799","31","31","31"
"57803","23","23","23"
"57814","8","8","8"
"57825","11","11","11"
"57842","20","20","20"
"57844","25","25","25"
"57877","28","28","28"
"57883","31","31","31"
"57897","1","1","1"
"57900","0","0","0"
"57902","28","28","28"
"57921","48","48","48"
"57923","10","10","10"
"57936","28","28","28"
"57937","4","4","4"
"57977","21","21","21"
"57981","30","30","30"
"57984","0","0","0"
"57994","30","30","30"
"58008","29","29","29"
"58009","23","23","23"
"58012","11","11","11"
"58028","13","13","13"
"58035","1","1","1"
"58053","21","21","21"
"58055","25","25","25"
"58057","21","21","21"
"58064","8","8","8"
"58068","32","32","32"
"58103","2","2","2"
"58108","14","14","14"
"58127","4","4","4"
"58152","0","0","0"
"58153","10","10","10"
"58155","1","1","1"
"58157","0","0","0"
"58162","37","37","37"
"58177","25","25","25"
"58188","38","38","38"
"58193","12","12","12"
"58196","27","27","27"
"58202","26","26","26"
"58227","22","22","22"
"58247","30","30","30"
"58287","5","5","5"
"58292","2","2","2"
"58296","26","26","26"
"58312","0","0","0"
"58322","5","5","5"
"58339","23","23","23"
"58342","28","28","28"
"58348","-1","-1","-1"
"58352","7","7","7"
"58353","11","11","11"
"58396","28","28","28"
"58398","0","0","0"
"58402","32","32","32"
"58426","-1","-1","-1"
"58440","0","0","0"
"58457","1","1","1"
"58459","32","32","32"
"58465","11","11","11"
"58473","-1","-1","-1"
"58486","7","7","7"
"58503","-2","-2","-2"
"58518","37","37","37"
"58519","0","0","0"
"58523","5","5","5"
"58527","24","24","24"
"58543","0","0","0"
"58595","22","22","22"
"58602","10","10","10"
"58616","22","22","22"
"58618","7","7","7"
"58620","43","43","43"
"58633","27","27","27"
"58640","4","4","4"
"58644","2","2","2"
"58658","6","6","6"
"58665","1","1","1"
"58673","-2","-2","-2"
"58688","25","25","25"
"58699","18","18","18"
"58712","8","8","8"
"58739","-2","-2","-2"
"58740","21","21","21"
"58742","2","2","2"
"58750","10","10","10"
"58751","38","38","38"
"58762","3","3","3"
"58805","1","1","1"
"58818","20","20","20"
"58821","40","40","40"
"58833","11","11","11"
"58849","33","33","33"
"58853","1","1","1"
"58866","18","18","18"
"58883","8","8","8"
"58889","23","23","23"
"58891","28","28","28"
"58900","28","28","28"
"58902","10","10","10"
"58925","2","2","2"
"58927","37","37","37"
"58933","11","11","11"
"58939","11","11","11"
"58943","1","1","1"
"58956","29","29","29"
"58957","32","32","32"
"58960","34","34","34"
"58966","25","25","25"
"58974","30","30","30"
"58993","15","15","15"
"58999","27","27","27"
"59006","1","1","1"
"59015","12","12","12"
"59043","16","16","16"
"59062","5","5","5"
"59065","2","2","2"
"59073","3","3","3"
"59081","12","12","12"
"59084","35","35","35"
"59105","9","9","9"
"59118","3","3","3"
"59129","-2","-2","-2"
"59130","8","8","8"
"59139","13","13","13"
"59143","4","4","4"
"59181","0","0","0"
"59190","3","3","3"
"59208","33","33","33"
"59253","3","3","3"
"59264","4","4","4"
"59295","0","0","0"
"59298","6","6","6"
"59314","27","27","27"
"59315","29","29","29"
"59329","34","34","34"
"59335","-1","-1","-1"
"59350","32","32","32"
"59351","31","31","31"
"59363","32","32","32"
"59388","7","7","7"
"59401","10","10","10"
"59414","25","25","25"
"59434","26","26","26"
"59456","30","30","30"
"59462","8","8","8"
"59473","30","30","30"
"59475","2","2","2"
"59477","18","18","18"
"59522","7","7","7"
"59523","21","21","21"
"59563","17","17","17"
"59564","25","25","25"
"59576","4","4","4"
"59578","13","13","13"
"59587","2","2","2"
"59589","27","27","27"
"59595","8","8","8"
"59596","30","30","30"
"59599","33","33","33"
"59605","35","35","35"
"59620","22","22","22"
"59634","6","6","6"
"59643","13","13","13"
"59648","4","4","4"
"59657","34","34","34"
"59659","10","10","10"
"59671","3","3","3"
"59681","-1","-1","-1"
"59687","31","31","31"
"59719","1","1","1"
"59720","27","27","27"
"59744","37","37","37"
"59747","4","4","4"
"59772","10","10","10"
"59773","13","13","13"
"59778","12","12","12"
"59798","6","6","6"
"59806","5","5","5"
"59830","0","0","0"
"59831","7","7","7"
"59840","6","6","6"
"59864","28","28","28"
"59877","11","11","11"
"59879","2","2","2"
"59880","0","0","0"
"59884","18","18","18"
"59885","36","36","36"
"59886","11","11","11"
"59919","28","28","28"
"59932","23","23","23"
"59940","24","24","24"
"59963","6","6","6"
"59972","10","10","10"
"60000","20","20","20"
"60005","13","13","13"
"60007","20","20","20"
"60052","9","9","9"
"60101","6","6","6"
"60136","20","20","20"
"60162","6","6","6"
"60170","41","41","41"
"60177","26","26","26"
"60190","35","35","35"
"60204","-1","-1","-1"
"60206","-2","-2","-2"
"60208","26","26","26"
"60210","10","10","10"
"60211","4","4","4"
"60216","35","35","35"
"60218","16","16","16"
"60225","6","6","6"
"60228","3","3","3"
"60240","24","24","24"
"60245","6","6","6"
"60251","7","7","7"
"60271","-1","-1","-1"
"60276","8","8","8"
"60283","8","8","8"
"60294","3","3","3"
"60306","-2","-2","-2"
"60323","28","28","28"
"60367","0","0","0"
"60368","22","22","22"
"60370","4","4","4"
"60375","40","40","40"
"60380","33","33","33"
"60381","1","1","1"
"60386","32","32","32"
"60388","-1","-1","-1"
"60395","3","3","3"
"60399","13","13","13"
"60402","9","9","9"
"60411","35","35","35"
"60412","44","44","44"
"60414","1","1","1"
"60417","5","5","5"
"60441","3","3","3"
"60443","7","7","7"
"60460","9","9","9"
"60465","23","23","23"
"60482","26","26","26"
"60487","5","5","5"
"60516","30","30","30"
"60519","34","34","34"
"60534","22","22","22"
"60535","15","15","15"
"60538","8","8","8"
"60541","39","39","39"
"60548","30","30","30"
"60554","16","16","16"
"60563","-2","-2","-2"
"60568","3","3","3"
"60571","11","11","11"
"60579","31","31","31"
"60588","5","5","5"
"60595","0","0","0"
"60607","5","5","5"
"60624","23","23","23"
"60632","2","2","2"
"60637","35","35","35"
"60643","21","21","21"
"60648","-1","-1","-1"
"60654","7","7","7"
"60664","6","6","6"
"60681","5","5","5"
"60686","5","5","5"
"60699","4","4","4"
"60704","3","3","3"
"60706","-2","-2","-2"
"60712","1","1","1"
"60715","5","5","5"
"60722","37","37","37"
"60724","1","1","1"
"60725","6","6","6"
"60726","13","13","13"
"60733","28","28","28"
"60736","27","27","27"
"60749","32","32","32"
"60753","33","33","33"
"60754","18","18","18"
"60766","6","6","6"
"60769","5","5","5"
"60775","32","32","32"
"60782","26","26","26"
"60784","1","1","1"
"60786","25","25","25"
"60806","4","4","4"
"60816","2","2","2"
"60843","7","7","7"
"60849","2","2","2"
"60853","31","31","31"
"60859","31","31","31"
"60910","3","3","3"
"60911","6","6","6"
"60949","4","4","4"
"60952","-1","-1","-1"
"60954","8","8","8"
"60966","5","5","5"
"60968","-1","-1","-1"
"60978","0","0","0"
"60979","4","4","4"
"60999","24","24","24"
"61011","1","1","1"
"61016","30","30","30"
"61018","9","9","9"
"61019","33","33","33"
"61038","8","8","8"
"61040","17","17","17"
"61074","5","5","5"
"61082","6","6","6"
"61084","26","26","26"
"61098","9","9","9"
"61108","8","8","8"
"61138","5","5","5"
"61157","5","5","5"
"61160","23","23","23"
"61165","16","16","16"
"61182","25","25","25"
"61184","6","6","6"
"61189","19","19","19"
"61217","25","25","25"
"61219","4","4","4"
"61231","6","6","6"
"61240","30","30","30"
"61257","6","6","6"
"61263","26","26","26"
"61264","2","2","2"
"61289","2","2","2"
"61290","-1","-1","-1"
"61292","2","2","2"
"61313","10","10","10"
"61319","33","33","33"
"61336","16","16","16"
"61355","39","39","39"
"61358","0","0","0"
"61371","3","3","3"
"61379","2","2","2"
"61390","29","29","29"
"61397","4","4","4"
"61408","21","21","21"
"61411","6","6","6"
"61423","-1","-1","-1"
"61431","15","15","15"
"61438","30","30","30"
"61457","9","9","9"
"61482","4","4","4"
"61488","8","8","8"
"61529","0","0","0"
"61530","25","25","25"
"61534","10","10","10"
"61539","29","29","29"
"61558","-2","-2","-2"
"61561","18","18","18"
"61577","37","37","37"
"61602","2","2","2"
"61607","7","7","7"
"61608","4","4","4"
"61611","24","24","24"
"61619","8","8","8"
"61641","16","16","16"
"61659","24","24","24"
"61660","1","1","1"
"61664","36","36","36"
"61665","34","34","34"
"61671","27","27","27"
"61684","3","3","3"
"61688","23","23","23"
"61713","7","7","7"
"61751","5","5","5"
"61756","10","10","10"
"61767","13","13","13"
"61768","23","23","23"
"61776","6","6","6"
"61781","16","16","16"
"61803","1","1","1"
"61814","3","3","3"
"61820","40","40","40"
"61823","14","14","14"
"61826","45","45","45"
"61838","4","4","4"
"61846","11","11","11"
"61847","47","47","47"
"61848","10","10","10"
"61851","30","30","30"
"61853","10","10","10"
"61864","25","25","25"
"61876","0","0","0"
"61883","31","31","31"
"61923","3","3","3"
"61925","13","13","13"
"61933","4","4","4"
"61935","4","4","4"
"61984","37","37","37"
"62016","10","10","10"
"62025","2","2","2"
"62037","10","10","10"
"62058","29","29","29"
"62068","7","7","7"
"62069","22","22","22"
"62070","27","27","27"
"62078","-1","-1","-1"
"62088","23","23","23"
"62096","-1","-1","-1"
"62137","2","2","2"
"62144","19","19","19"
"62147","4","4","4"
"62152","19","19","19"
"62174","9","9","9"
"62192","29","29","29"
"62194","3","3","3"
"62198","15","15","15"
"62206","24","24","24"
"62215","17","17","17"
"62216","39","39","39"
"62220","1","1","1"
"62233","2","2","2"
"62263","-2","-2","-2"
"62288","2","2","2"
"62310","26","26","26"
"62321","6","6","6"
"62324","34","34","34"
"62332","3","3","3"
"62343","17","17","17"
"62347","22","22","22"
"62351","31","31","31"
"62355","33","33","33"
"62358","31","31","31"
"62359","-1","-1","-1"
"62379","4","4","4"
"62389","12","12","12"
"62393","37","37","37"
"62404","4","4","4"
"62406","6","6","6"
"62407","0","0","0"
"62408","34","34","34"
"62413","0","0","0"
"62415","14","14","14"
"62437","18","18","18"
"62468","3","3","3"
"62472","27","27","27"
"62479","7","7","7"
"62495","4","4","4"
"62500","38","38","38"
"62502","19","19","19"
"62507","4","4","4"
"62509","1","1","1"
"62521","16","16","16"
"62531","-1","-1","-1"
"62538","-2","-2","-2"
"62540","47","47","47"
"62546","27","27","27"
"62548","32","32","32"
"62562","13","13","13"
"62565","0","0","0"
"62586","4","4","4"
"62587","5","5","5"
"62595","8","8","8"
"62611","38","38","38"
"62627","40","40","40"
"62637","9","9","9"
"62652","16","16","16"
"62663","24","24","24"
"62671","1","1","1"
"62673","7","7","7"
"62681","6","6","6"
"62693","8","8","8"
"62698","-2","-2","-2"
"62716","5","5","5"
"62720","29","29","29"
"62732","26","26","26"
"62737","7","7","7"
"62754","30","30","30"
"62760","5","5","5"
"62773","10","10","10"
"62778","3","3","3"
"62784","32","32","32"
"62800","26","26","26"
"62814","30","30","30"
"62835","33","33","33"
"62846","26","26","26"
"62850","17","17","17"
"62864","15","15","15"
"62866","0","0","0"
"62892","1","1","1"
"62897","24","24","24"
"62905","19","19","19"
"62927","4","4","4"
"62928","6","6","6"
"62941","32","32","32"
"62942","1","1","1"
"62946","17","17","17"
"62951","4","4","4"
"62956","2","2","2"
"62959","18","18","18"
"62961","3","3","3"
"62985","4","4","4"
"62992","13","13","13"
"62994","25","25","25"
"62996","6","6","6"
"62998","29","29","29"
"63006","19","19","19"
"63008","11","11","11"
"63023","13","13","13"
"63035","4","4","4"
"63043","12","12","12"
"63055","32","32","32"
"63057","18","18","18"
"63065","29","29","29"
"63067","30","30","30"
"63075","17","17","17"
"63077","26","26","26"
"63083","12","12","12"
"63099","4","4","4"
"63129","3","3","3"
"63136","3","3","3"
"63140","16","16","16"
"63145","4","4","4"
"63148","22","22","22"
"63149","12","12","12"
"63173","30","30","30"
"63180","22","22","22"
"63181","45","45","45"
"63195","26","26","26"
"63199","25","25","25"
"63200","5","5","5"
"63202","32","32","32"
"63208","3","3","3"
"63209","10","10","10"
"63210","14","14","14"
"63214","26","26","26"
"63220","7","7","7"
"63248","6","6","6"
"63257","3","3","3"
"63265","0","0","0"
"63273","9","9","9"
"63284","4","4","4"
"63289","19","19","19"
"63295","47","47","47"
"63298","-2","-2","-2"
"63302","-1","-1","-1"
"63328","5","5","5"
"63330","11","11","11"
"63336","5","5","5"
"63341","8","8","8"
"63344","20","20","20"
"63351","6","6","6"
"63357","8","8","8"
"63377","23","23","23"
"63384","21","21","21"
"63386","15","15","15"
"63397","9","9","9"
"63410","24","24","24"
"63418","17","17","17"
"63419","24","24","24"
"63457","8","8","8"
"63472","6","6","6"
"63481","3","3","3"
"63495","1","1","1"
"63501","43","43","43"
"63506","0","0","0"
"63508","18","18","18"
"63510","3","3","3"
"63516","12","12","12"
"63526","37","37","37"
"63527","-1","-1","-1"
"63543","2","2","2"
"63554","28","28","28"
"63561","12","12","12"
"63564","11","11","11"
"63586","8","8","8"
"63587","23","23","23"
"63589","-2","-2","-2"
"63590","6","6","6"
"63608","5","5","5"
"63616","7","7","7"
"63632","5","5","5"
"63633","15","15","15"
"63648","29","29","29"
"63651","5","5","5"
"63659","11","11","11"
"63677","17","17","17"
"63678","4","4","4"
"63679","25","25","25"
"63692","4","4","4"
"63705","1","1","1"
"63726","11","11","11"
"63741","5","5","5"
"63753","44","44","44"
"63763","24","24","24"
"63764","12","12","12"
"63766","34","34","34"
"63780","35","35","35"
"63800","14","14","14"
"63844","15","15","15"
"63858","4","4","4"
"63859","0","0","0"
"63863","29","29","29"
"63893","14","14","14"
"63902","8","8","8"
"63917","41","41","41"
"63932","22","22","22"
"63937","-2","-2","-2"
"63943","34","34","34"
"63944","8","8","8"
"63946","-1","-1","-1"
"63959","2","2","2"
"63964","34","34","34"
"63965","24","24","24"
"63967","23","23","23"
"63971","3","3","3"
"63974","7","7","7"
"63980","38","38","38"
"63995","1","1","1"
"63997","0","0","0"
"64001","-2","-2","-2"
"64005","-1","-1","-1"
"64013","2","2","2"
"64039","6","6","6"
"64041","26","26","26"
"64058","2","2","2"
"64072","11","11","11"
"64076","3","3","3"
"64092","24","24","24"
"64113","5","5","5"
"64116","33","33","33"
"64128","4","4","4"
"64130","11","11","11"
"64137","28","28","28"
"64149","8","8","8"
"64153","2","2","2"
"64155","7","7","7"
"64166","20","20","20"
"64170","8","8","8"
"64179","3","3","3"
"64196","-1","-1","-1"
"64202","2","2","2"
"64218","35","35","35"
"64239","29","29","29"
"64240","10","10","10"
"64247","25","25","25"
"64254","31","31","31"
"64255","-2","-2","-2"
"64261","9","9","9"
"64265","5","5","5"
"64268","27","27","27"
"64274","-1","-1","-1"
"64275","8","8","8"
"64278","11","11","11"
"64286","13","13","13"
"64297","32","32","32"
"64308","2","2","2"
"64312","14","14","14"
"64313","4","4","4"
"64319","9","9","9"
"64324","7","7","7"
"64328","-1","-1","-1"
"64353","4","4","4"
"64356","24","24","24"
"64396","22","22","22"
"64406","4","4","4"
"64410","24","24","24"
"64413","31","31","31"
"64414","-2","-2","-2"
"64416","27","27","27"
"64425","3","3","3"
"64440","31","31","31"
"64453","5","5","5"
"64457","32","32","32"
"64462","32","32","32"
"64467","1","1","1"
"64478","13","13","13"
"64489","6","6","6"
"64496","6","6","6"
"64498","8","8","8"
"64511","1","1","1"
"64513","33","33","33"
"64520","31","31","31"
"64537","4","4","4"
"64560","23","23","23"
"64588","3","3","3"
"64593","33","33","33"
"64597","15","15","15"
"64610","16","16","16"
"64619","6","6","6"
"64626","7","7","7"
"64637","17","17","17"
"64639","3","3","3"
"64657","1","1","1"
"64676","5","5","5"
"64690","6","6","6"
"64692","-2","-2","-2"
"64709","28","28","28"
"64712","24","24","24"
"64723","20","20","20"
"64739","20","20","20"
"64745","25","25","25"
"64772","10","10","10"
"64774","6","6","6"
"64796","19","19","19"
"64808","26","26","26"
"64814","7","7","7"
"64826","23","23","23"
