"Step","DQN_good_disc - total_reward","non_Det_DQN_discounted_run_1747653690 - total_reward__MIN","non_Det_DQN_discounted_run_1747653690 - total_reward__MAX"
"18142","-1","-1","-1"
"18144","-1","-1","-1"
"18145","-2","-2","-2"
"18153","5","5","5"
"18156","1","1","1"
"18158","8","8","8"
"18167","3","3","3"
"18172","-1","-1","-1"
"18190","1","1","1"
"18197","2","2","2"
"18212","-1","-1","-1"
"18221","3","3","3"
"18222","21","21","21"
"18228","5","5","5"
"18229","12","12","12"
"18237","5","5","5"
"18240","4","4","4"
"18245","0","0","0"
"18247","1","1","1"
"18248","8","8","8"
"18270","-1","-1","-1"
"18273","-2","-2","-2"
"18278","3","3","3"
"18281","19","19","19"
"18282","28","28","28"
"18283","3","3","3"
"18284","4","4","4"
"18286","5","5","5"
"18290","1","1","1"
"18293","-2","-2","-2"
"18299","2","2","2"
"18305","0","0","0"
"18306","-2","-2","-2"
"18308","4","4","4"
"18311","2","2","2"
"18315","3","3","3"
"18318","8","8","8"
"18322","10","10","10"
"18330","-1","-1","-1"
"18333","20","20","20"
"18334","6","6","6"
"18335","3","3","3"
"18336","-1","-1","-1"
"18343","-1","-1","-1"
"18345","6","6","6"
"18348","9","9","9"
"18353","-1","-1","-1"
"18355","-2","-2","-2"
"18356","1","1","1"
"18372","-1","-1","-1"
"18373","2","2","2"
"18378","8","8","8"
"18383","1","1","1"
"18385","0","0","0"
"18398","0","0","0"
"18401","1","1","1"
"18402","-2","-2","-2"
"18404","2","2","2"
"18409","2","2","2"
"18413","5","5","5"
"18414","-2","-2","-2"
"18425","2","2","2"
"18436","-2","-2","-2"
"18450","-1","-1","-1"
"18451","17","17","17"
"18460","9","9","9"
"18472","7","7","7"
"18473","1","1","1"
"18485","3","3","3"
"18486","1","1","1"
"18493","0","0","0"
"18496","3","3","3"
"18499","6","6","6"
"18503","2","2","2"
"18510","-2","-2","-2"
"18511","-2","-2","-2"
"18520","3","3","3"
"18522","3","3","3"
"18531","4","4","4"
"18533","3","3","3"
"18534","-1","-1","-1"
"18540","-2","-2","-2"
"18548","1","1","1"
"18559","2","2","2"
"18562","10","10","10"
"18569","4","4","4"
"18572","2","2","2"
"18573","9","9","9"
"18595","10","10","10"
"18596","4","4","4"
"18598","12","12","12"
"18609","6","6","6"
"18610","-1","-1","-1"
"18616","-2","-2","-2"
"18618","-1","-1","-1"
"18622","0","0","0"
"18626","-2","-2","-2"
"18628","2","2","2"
"18630","2","2","2"
"18632","-1","-1","-1"
"18633","1","1","1"
"18637","1","1","1"
"18638","1","1","1"
"18640","6","6","6"
"18642","3","3","3"
"18644","2","2","2"
"18654","5","5","5"
"18657","2","2","2"
"18658","-1","-1","-1"
"18659","-1","-1","-1"
"18661","0","0","0"
"18665","4","4","4"
"18669","0","0","0"
"18672","1","1","1"
"18676","0","0","0"
"18678","14","14","14"
"18679","1","1","1"
"18681","2","2","2"
"18685","3","3","3"
"18700","2","2","2"
"18708","0","0","0"
"18710","0","0","0"
"18711","1","1","1"
"18713","-2","-2","-2"
"18714","2","2","2"
"18722","3","3","3"
"18728","20","20","20"
"18735","10","10","10"
"18738","0","0","0"
"18740","7","7","7"
"18744","21","21","21"
"18755","-1","-1","-1"
"18756","8","8","8"
"18760","2","2","2"
"18764","-2","-2","-2"
"18765","1","1","1"
"18786","0","0","0"
"18787","13","13","13"
"18788","13","13","13"
"18790","-2","-2","-2"
"18796","8","8","8"
"18801","-2","-2","-2"
"18803","2","2","2"
"18806","4","4","4"
"18809","2","2","2"
"18811","3","3","3"
"18812","6","6","6"
"18826","-1","-1","-1"
"18831","19","19","19"
"18833","6","6","6"
"18834","0","0","0"
"18840","2","2","2"
"18845","0","0","0"
"18849","1","1","1"
"18855","8","8","8"
"18857","-1","-1","-1"
"18862","-1","-1","-1"
"18866","8","8","8"
"18872","7","7","7"
"18881","2","2","2"
"18888","-1","-1","-1"
"18897","8","8","8"
"18901","1","1","1"
"18925","1","1","1"
"18927","10","10","10"
"18929","1","1","1"
"18930","4","4","4"
"18933","-1","-1","-1"
"18934","-2","-2","-2"
"18935","-2","-2","-2"
"18944","11","11","11"
"18945","2","2","2"
"18949","8","8","8"
"18952","2","2","2"
"18961","7","7","7"
"18966","-1","-1","-1"
"18972","-2","-2","-2"
"18976","-2","-2","-2"
"18978","2","2","2"
"18985","1","1","1"
"18988","-2","-2","-2"
"18999","5","5","5"
"19001","-2","-2","-2"
"19003","2","2","2"
"19006","-2","-2","-2"
"19011","5","5","5"
"19017","3","3","3"
"19019","1","1","1"
"19020","0","0","0"
"19025","17","17","17"
"19039","6","6","6"
"19041","11","11","11"
"19045","5","5","5"
"19055","10","10","10"
"19059","2","2","2"
"19060","0","0","0"
"19063","2","2","2"
"19067","2","2","2"
"19074","-1","-1","-1"
"19078","7","7","7"
"19084","0","0","0"
"19089","-2","-2","-2"
"19096","0","0","0"
"19105","-1","-1","-1"
"19107","2","2","2"
"19109","2","2","2"
"19114","14","14","14"
"19117","2","2","2"
"19123","0","0","0"
"19130","6","6","6"
"19132","-1","-1","-1"
"19140","-2","-2","-2"
"19142","3","3","3"
"19151","5","5","5"
"19152","3","3","3"
"19158","1","1","1"
"19162","-1","-1","-1"
"19163","6","6","6"
"19166","3","3","3"
"19171","3","3","3"
"19174","3","3","3"
"19177","6","6","6"
"19183","2","2","2"
"19187","7","7","7"
"19190","-2","-2","-2"
"19203","7","7","7"
"19210","7","7","7"
"19220","2","2","2"
"19222","2","2","2"
"19234","-2","-2","-2"
"19238","0","0","0"
"19242","-1","-1","-1"
"19243","2","2","2"
"19254","0","0","0"
"19257","2","2","2"
"19259","-1","-1","-1"
"19263","0","0","0"
"19272","-2","-2","-2"
"19276","3","3","3"
"19283","19","19","19"
"19292","18","18","18"
"19295","19","19","19"
"19309","-1","-1","-1"
"19310","1","1","1"
"19318","0","0","0"
"19321","-2","-2","-2"
"19325","0","0","0"
"19327","-1","-1","-1"
"19332","0","0","0"
"19333","4","4","4"
"19337","-1","-1","-1"
"19339","6","6","6"
"19340","4","4","4"
"19344","0","0","0"
"19345","1","1","1"
"19357","1","1","1"
"19359","2","2","2"
"19364","1","1","1"
"19368","-2","-2","-2"
"19371","1","1","1"
"19374","0","0","0"
"19377","27","27","27"
"19381","0","0","0"
"19385","4","4","4"
"19386","-2","-2","-2"
"19391","5","5","5"
"19397","1","1","1"
"19401","1","1","1"
"19405","-1","-1","-1"
"19437","1","1","1"
"19442","-1","-1","-1"
"19443","5","5","5"
"19467","2","2","2"
"19468","8","8","8"
"19469","-1","-1","-1"
"19476","2","2","2"
"19486","1","1","1"
"19492","3","3","3"
"19505","1","1","1"
"19506","-1","-1","-1"
"19532","9","9","9"
"19541","9","9","9"
"19542","-2","-2","-2"
"19543","0","0","0"
"19550","2","2","2"
"19559","8","8","8"
"19563","1","1","1"
"19575","-1","-1","-1"
"19576","31","31","31"
"19579","-2","-2","-2"
"19583","1","1","1"
"19594","-1","-1","-1"
"19597","19","19","19"
"19601","-1","-1","-1"
"19611","3","3","3"
"19624","0","0","0"
"19625","-2","-2","-2"
"19626","-1","-1","-1"
"19636","12","12","12"
"19640","4","4","4"
"19641","9","9","9"
"19645","0","0","0"
"19647","0","0","0"
"19648","-1","-1","-1"
"19654","-1","-1","-1"
"19657","0","0","0"
"19663","0","0","0"
"19664","-2","-2","-2"
"19666","3","3","3"
"19667","13","13","13"
"19669","2","2","2"
"19672","6","6","6"
"19677","25","25","25"
"19678","4","4","4"
"19688","8","8","8"
"19690","7","7","7"
"19692","4","4","4"
"19697","6","6","6"
"19715","0","0","0"
"19718","6","6","6"
"19725","2","2","2"
"19731","5","5","5"
"19734","28","28","28"
"19735","24","24","24"
"19740","5","5","5"
"19751","2","2","2"
"19755","5","5","5"
"19764","0","0","0"
"19765","2","2","2"
"19771","8","8","8"
"19784","18","18","18"
"19789","0","0","0"
"19791","4","4","4"
"19795","0","0","0"
"19811","2","2","2"
"19817","2","2","2"
"19822","5","5","5"
"19824","6","6","6"
"19829","0","0","0"
"19840","1","1","1"
"19844","7","7","7"
"19852","1","1","1"
"19858","-1","-1","-1"
"19868","2","2","2"
"19882","6","6","6"
"19886","0","0","0"
"19887","11","11","11"
"19888","0","0","0"
"19891","10","10","10"
"19893","5","5","5"
"19906","3","3","3"
"19907","0","0","0"
"19912","10","10","10"
"19913","-1","-1","-1"
"19915","2","2","2"
"19918","-1","-1","-1"
"19920","7","7","7"
"19923","2","2","2"
"19925","4","4","4"
"19929","1","1","1"
"19931","-1","-1","-1"
"19932","8","8","8"
"19933","1","1","1"
"19934","0","0","0"
"19946","0","0","0"
"19950","2","2","2"
"19951","0","0","0"
"19952","14","14","14"
"19957","2","2","2"
"19964","0","0","0"
"19967","2","2","2"
"19972","2","2","2"
"19975","4","4","4"
"19978","0","0","0"
"19980","1","1","1"
"19982","6","6","6"
"19985","5","5","5"
"19989","22","22","22"
"19996","6","6","6"
"20003","4","4","4"
"20015","1","1","1"
"20018","-2","-2","-2"
"20021","6","6","6"
"20023","1","1","1"
"20028","1","1","1"
"20031","7","7","7"
"20032","5","5","5"
"20038","6","6","6"
"20039","4","4","4"
"20047","2","2","2"
"20052","6","6","6"
"20054","1","1","1"
"20061","7","7","7"
"20062","4","4","4"
"20063","20","20","20"
"20064","6","6","6"
"20067","0","0","0"
"20084","11","11","11"
"20089","9","9","9"
"20091","2","2","2"
"20092","-2","-2","-2"
"20094","-1","-1","-1"
"20096","2","2","2"
"20097","3","3","3"
"20100","11","11","11"
"20105","3","3","3"
"20108","3","3","3"
"20114","8","8","8"
"20122","11","11","11"
"20126","6","6","6"
"20127","5","5","5"
"20129","2","2","2"
"20137","11","11","11"
"20138","23","23","23"
"20142","5","5","5"
"20147","6","6","6"
"20153","8","8","8"
"20159","1","1","1"
"20162","1","1","1"
"20164","3","3","3"
"20173","21","21","21"
"20181","5","5","5"
"20195","-1","-1","-1"
"20201","-1","-1","-1"
"20205","27","27","27"
"20208","9","9","9"
"20216","2","2","2"
"20223","0","0","0"
"20227","3","3","3"
"20232","1","1","1"
"20237","5","5","5"
"20239","2","2","2"
"20243","4","4","4"
"20246","0","0","0"
"20254","16","16","16"
"20260","-2","-2","-2"
"20265","6","6","6"
"20272","-1","-1","-1"
"20275","0","0","0"
"20277","-1","-1","-1"
"20283","0","0","0"
"20296","4","4","4"
"20299","4","4","4"
"20312","5","5","5"
"20319","0","0","0"
"20333","10","10","10"
"20336","-2","-2","-2"
"20342","2","2","2"
"20344","9","9","9"
"20346","3","3","3"
"20352","4","4","4"
"20354","-2","-2","-2"
"20364","1","1","1"
"20370","8","8","8"
"20373","5","5","5"
"20375","-2","-2","-2"
"20379","37","37","37"
"20384","-1","-1","-1"
"20392","-2","-2","-2"
"20393","5","5","5"
"20402","-2","-2","-2"
"20431","2","2","2"
"20436","0","0","0"
"20449","0","0","0"
"20453","1","1","1"
"20455","7","7","7"
"20465","26","26","26"
"20467","2","2","2"
"20472","5","5","5"
"20478","0","0","0"
"20507","7","7","7"
"20526","4","4","4"
"20532","5","5","5"
"20540","35","35","35"
"20543","4","4","4"
"20549","-1","-1","-1"
"20555","28","28","28"
"20556","0","0","0"
"20559","11","11","11"
"20565","9","9","9"
"20570","6","6","6"
"20579","4","4","4"
"20580","-2","-2","-2"
"20586","8","8","8"
"20589","2","2","2"
"20614","3","3","3"
"20617","0","0","0"
"20621","0","0","0"
"20623","-2","-2","-2"
"20626","2","2","2"
"20631","-2","-2","-2"
"20633","-1","-1","-1"
"20651","1","1","1"
"20653","2","2","2"
"20656","-1","-1","-1"
"20657","11","11","11"
"20664","0","0","0"
"20668","-1","-1","-1"
"20671","1","1","1"
"20672","-1","-1","-1"
"20673","1","1","1"
"20677","1","1","1"
"20679","-2","-2","-2"
"20682","-1","-1","-1"
"20695","6","6","6"
"20699","5","5","5"
"20709","22","22","22"
"20722","3","3","3"
"20726","-1","-1","-1"
"20732","-1","-1","-1"
"20735","5","5","5"
"20737","4","4","4"
"20743","7","7","7"
"20745","1","1","1"
"20752","0","0","0"
"20753","4","4","4"
"20756","4","4","4"
"20757","5","5","5"
"20761","2","2","2"
"20765","0","0","0"
"20772","8","8","8"
"20773","2","2","2"
"20789","7","7","7"
"20791","0","0","0"
"20796","3","3","3"
"20798","0","0","0"
"20815","1","1","1"
"20819","3","3","3"
"20826","3","3","3"
"20828","13","13","13"
"20830","1","1","1"
"20835","-1","-1","-1"
"20837","-1","-1","-1"
"20840","3","3","3"
"20843","8","8","8"
"20845","2","2","2"
"20847","-2","-2","-2"
"20851","2","2","2"
"20854","8","8","8"
"20859","2","2","2"
"20861","-2","-2","-2"
"20863","2","2","2"
"20866","7","7","7"
"20869","0","0","0"
"20874","-2","-2","-2"
"20875","12","12","12"
"20879","-2","-2","-2"
"20883","-1","-1","-1"
"20893","-2","-2","-2"
"20902","0","0","0"
"20906","-1","-1","-1"
"20911","9","9","9"
"20912","31","31","31"
"20913","5","5","5"
"20914","7","7","7"
"20915","0","0","0"
"20917","6","6","6"
"20918","4","4","4"
"20919","-1","-1","-1"
"20924","23","23","23"
"20929","10","10","10"
"20932","0","0","0"
"20937","-1","-1","-1"
"20938","0","0","0"
"20940","-1","-1","-1"
"20945","3","3","3"
"20951","3","3","3"
"20955","8","8","8"
"20957","7","7","7"
"20959","-2","-2","-2"
"20963","2","2","2"
"20968","1","1","1"
"20970","0","0","0"
"20971","-1","-1","-1"
"20972","2","2","2"
"20976","1","1","1"
"20978","7","7","7"
"20979","2","2","2"
"20981","2","2","2"
"20984","3","3","3"
"20986","7","7","7"
"20988","3","3","3"
"20989","5","5","5"
"20991","7","7","7"
"20999","4","4","4"
"21001","8","8","8"
"21002","5","5","5"
"21004","0","0","0"
"21009","8","8","8"
"21013","3","3","3"
"21025","-2","-2","-2"
"21026","-1","-1","-1"
"21028","10","10","10"
"21031","-1","-1","-1"
"21046","16","16","16"
"21048","1","1","1"
"21049","-1","-1","-1"
"21060","0","0","0"
"21064","2","2","2"
"21073","1","1","1"
"21075","2","2","2"
"21077","-2","-2","-2"
"21084","31","31","31"
"21087","29","29","29"
"21092","6","6","6"
"21093","3","3","3"
"21094","7","7","7"
"21097","-1","-1","-1"
"21098","4","4","4"
"21107","11","11","11"
"21113","6","6","6"
"21115","3","3","3"
"21117","-1","-1","-1"
"21118","-1","-1","-1"
"21125","3","3","3"
"21130","-1","-1","-1"
"21140","3","3","3"
"21141","16","16","16"
"21159","9","9","9"
"21168","-1","-1","-1"
"21169","-2","-2","-2"
"21179","3","3","3"
"21188","20","20","20"
"21189","1","1","1"
"21192","0","0","0"
"21195","12","12","12"
"21204","-1","-1","-1"
"21208","6","6","6"
"21215","0","0","0"
"21224","0","0","0"
"21233","6","6","6"
"21240","0","0","0"
"21241","8","8","8"
"21243","-1","-1","-1"
"21251","-2","-2","-2"
"21257","1","1","1"
"21260","-2","-2","-2"
"21268","-2","-2","-2"
"21270","1","1","1"
"21277","11","11","11"
"21282","-2","-2","-2"
"21284","4","4","4"
"21287","-2","-2","-2"
"21291","4","4","4"
"21311","5","5","5"
"21314","7","7","7"
"21321","1","1","1"
"21322","3","3","3"
"21332","9","9","9"
"21335","-1","-1","-1"
"21338","0","0","0"
"21340","7","7","7"
"21349","4","4","4"
"21361","-1","-1","-1"
"21362","5","5","5"
"21367","4","4","4"
"21370","5","5","5"
"21374","6","6","6"
"21382","3","3","3"
"21383","8","8","8"
"21385","3","3","3"
"21386","-1","-1","-1"
"21389","-2","-2","-2"
"21391","4","4","4"
"21393","-1","-1","-1"
"21401","-1","-1","-1"
"21402","-2","-2","-2"
"21407","-1","-1","-1"
"21410","3","3","3"
"21426","-1","-1","-1"
"21431","11","11","11"
"21439","5","5","5"
"21440","-1","-1","-1"
"21441","-1","-1","-1"
"21444","-1","-1","-1"
"21449","-1","-1","-1"
"21451","0","0","0"
"21463","1","1","1"
"21470","23","23","23"
"21475","1","1","1"
"21478","5","5","5"
"21483","0","0","0"
"21485","0","0","0"
"21492","2","2","2"
"21500","-2","-2","-2"
"21503","-1","-1","-1"
"21509","1","1","1"
"21515","8","8","8"
"21518","3","3","3"
"21526","-1","-1","-1"
"21532","4","4","4"
"21533","0","0","0"
"21534","8","8","8"
"21541","3","3","3"
"21542","0","0","0"
"21548","-1","-1","-1"
"21551","-1","-1","-1"
"21554","1","1","1"
"21556","-2","-2","-2"
"21557","17","17","17"
"21560","3","3","3"
"21563","-2","-2","-2"
"21564","3","3","3"
"21565","0","0","0"
"21566","4","4","4"
"21575","-1","-1","-1"
"21577","-2","-2","-2"
"21585","1","1","1"
"21587","3","3","3"
"21593","-1","-1","-1"
"21598","-2","-2","-2"
"21602","0","0","0"
"21605","1","1","1"
"21606","19","19","19"
"21615","10","10","10"
"21618","1","1","1"
"21619","2","2","2"
"21622","-1","-1","-1"
"21625","0","0","0"
"21626","4","4","4"
"21634","5","5","5"
"21636","-2","-2","-2"
"21637","25","25","25"
"21638","-1","-1","-1"
"21640","2","2","2"
"21645","2","2","2"
"21649","1","1","1"
"21650","0","0","0"
"21651","8","8","8"
"21683","-2","-2","-2"
"21684","-2","-2","-2"
"21685","7","7","7"
"21687","3","3","3"
"21693","2","2","2"
"21694","0","0","0"
"21700","2","2","2"
"21701","1","1","1"
"21702","0","0","0"
"21703","5","5","5"
"21704","18","18","18"
"21707","1","1","1"
"21710","2","2","2"
"21718","0","0","0"
"21722","-1","-1","-1"
"21725","3","3","3"
"21729","1","1","1"
"21738","11","11","11"
"21742","3","3","3"
"21743","2","2","2"
"21747","0","0","0"
"21748","3","3","3"
"21754","-2","-2","-2"
"21755","-2","-2","-2"
"21763","1","1","1"
"21764","-2","-2","-2"
"21772","-2","-2","-2"
"21773","-2","-2","-2"
"21775","1","1","1"
"21783","1","1","1"
"21786","3","3","3"
"21800","1","1","1"
"21803","11","11","11"
"21811","2","2","2"
"21821","7","7","7"
"21823","-1","-1","-1"
"21828","6","6","6"
"21839","5","5","5"
"21844","-2","-2","-2"
"21845","3","3","3"
"21851","-1","-1","-1"
"21852","7","7","7"
"21858","1","1","1"
"21872","-1","-1","-1"
"21873","0","0","0"
"21877","9","9","9"
"21880","12","12","12"
"21887","9","9","9"
"21897","3","3","3"
"21910","2","2","2"
"21915","4","4","4"
"21919","3","3","3"
"21922","1","1","1"
"21926","23","23","23"
"21934","3","3","3"
"21937","-2","-2","-2"
"21959","-1","-1","-1"
"21961","0","0","0"
"21969","6","6","6"
"21986","3","3","3"
"21987","4","4","4"
"21988","6","6","6"
"21992","-2","-2","-2"
"21993","7","7","7"
"22006","-2","-2","-2"
"22011","4","4","4"
"22018","20","20","20"
"22019","1","1","1"
"22037","6","6","6"
"22046","2","2","2"
"22049","10","10","10"
"22051","-1","-1","-1"
"22055","1","1","1"
"22057","3","3","3"
"22062","-1","-1","-1"
"22070","6","6","6"
"22072","-2","-2","-2"
"22073","3","3","3"
"22084","6","6","6"
"22088","5","5","5"
"22090","3","3","3"
"22097","1","1","1"
"22115","3","3","3"
"22122","1","1","1"
"22124","-1","-1","-1"
"22125","13","13","13"
"22126","5","5","5"
"22128","0","0","0"
"22129","3","3","3"
"22131","1","1","1"
"22132","2","2","2"
"22135","6","6","6"
"22143","-2","-2","-2"
"22147","5","5","5"
"22152","3","3","3"
"22153","12","12","12"
"22157","3","3","3"
"22161","-2","-2","-2"
"22163","0","0","0"
"22166","0","0","0"
"22170","-1","-1","-1"
"22175","2","2","2"
"22178","4","4","4"
"22187","-2","-2","-2"
"22190","10","10","10"
"22203","1","1","1"
"22204","-1","-1","-1"
"22211","6","6","6"
"22215","1","1","1"
"22216","0","0","0"
"22220","3","3","3"
"22221","1","1","1"
"22222","-1","-1","-1"
"22224","4","4","4"
"22227","-1","-1","-1"
"22229","7","7","7"
"22235","6","6","6"
"22243","0","0","0"
"22244","-1","-1","-1"
"22246","2","2","2"
"22248","1","1","1"
"22260","3","3","3"
"22274","1","1","1"
"22275","-2","-2","-2"
"22281","0","0","0"
"22294","18","18","18"
"22299","2","2","2"
"22300","4","4","4"
"22313","4","4","4"
"22329","-2","-2","-2"
"22344","2","2","2"
"22345","6","6","6"
"22348","8","8","8"
"22357","0","0","0"
"22358","1","1","1"
"22365","3","3","3"
"22368","-2","-2","-2"
"22374","0","0","0"
"22377","1","1","1"
"22380","1","1","1"
"22385","4","4","4"
"22396","-2","-2","-2"
"22401","1","1","1"
"22405","-1","-1","-1"
"22416","3","3","3"
"22418","5","5","5"
"22428","-1","-1","-1"
"22431","3","3","3"
"22433","1","1","1"
"22434","0","0","0"
"22446","5","5","5"
"22447","6","6","6"
"22449","0","0","0"
"22455","4","4","4"
"22470","5","5","5"
"22476","5","5","5"
"22493","9","9","9"
"22494","-2","-2","-2"
"22496","-2","-2","-2"
"22500","7","7","7"
"22507","2","2","2"
"22510","6","6","6"
"22511","18","18","18"
"22514","1","1","1"
"22516","1","1","1"
"22528","3","3","3"
"22534","-2","-2","-2"
"22538","7","7","7"
"22547","-2","-2","-2"
"22551","-1","-1","-1"
"22553","2","2","2"
"22564","-2","-2","-2"
"22576","-2","-2","-2"
"22577","1","1","1"
"22581","4","4","4"
"22582","5","5","5"
"22587","7","7","7"
"22591","30","30","30"
"22598","0","0","0"
"22599","0","0","0"
"22600","3","3","3"
"22604","6","6","6"
"22608","0","0","0"
"22609","-2","-2","-2"
"22615","2","2","2"
"22618","8","8","8"
"22633","-2","-2","-2"
"22634","1","1","1"
"22635","7","7","7"
"22640","-1","-1","-1"
"22646","-1","-1","-1"
"22650","5","5","5"
"22654","24","24","24"
"22661","6","6","6"
"22664","7","7","7"
"22665","3","3","3"
"22669","6","6","6"
"22671","2","2","2"
"22688","1","1","1"
"22691","5","5","5"
"22692","1","1","1"
"22706","0","0","0"
"22710","8","8","8"
"22714","-2","-2","-2"
"22717","8","8","8"
"22720","-2","-2","-2"
"22734","-1","-1","-1"
"22736","3","3","3"
"22743","-1","-1","-1"
"22744","10","10","10"
"22752","20","20","20"
"22758","1","1","1"
"22761","1","1","1"
"22773","7","7","7"
"22776","-1","-1","-1"
"22784","23","23","23"
"22785","5","5","5"
"22795","1","1","1"
"22797","5","5","5"
"22802","3","3","3"
"22803","3","3","3"
"22808","-1","-1","-1"
"22830","-2","-2","-2"
"22834","-1","-1","-1"
"22840","4","4","4"
"22849","4","4","4"
"22851","5","5","5"
"22852","20","20","20"
"22853","2","2","2"
"22854","4","4","4"
"22855","2","2","2"
"22857","-1","-1","-1"
"22858","1","1","1"
"22859","0","0","0"
"22862","23","23","23"
"22863","5","5","5"
"22868","7","7","7"
"22871","6","6","6"
"22879","7","7","7"
"22882","6","6","6"
"22894","7","7","7"
