"Step","DQN_good_disc - total_reward","non_Det_DQN_discounted_run_1747653690 - total_reward__MIN","non_Det_DQN_discounted_run_1747653690 - total_reward__MAX"
"24876","20","20","20"
"24879","3","3","3"
"24893","3","3","3"
"24897","-2","-2","-2"
"24899","22","22","22"
"24900","12","12","12"
"24905","3","3","3"
"24907","4","4","4"
"24914","2","2","2"
"24917","0","0","0"
"24920","4","4","4"
"24923","3","3","3"
"24929","1","1","1"
"24933","-2","-2","-2"
"24938","5","5","5"
"24939","3","3","3"
"24941","-1","-1","-1"
"24946","1","1","1"
"24951","0","0","0"
"24952","2","2","2"
"24962","3","3","3"
"24972","-1","-1","-1"
"24976","19","19","19"
"24993","2","2","2"
"25002","7","7","7"
"25011","4","4","4"
"25018","1","1","1"
"25031","4","4","4"
"25035","1","1","1"
"25055","3","3","3"
"25056","9","9","9"
"25059","-1","-1","-1"
"25062","5","5","5"
"25075","1","1","1"
"25077","-2","-2","-2"
"25081","1","1","1"
"25087","23","23","23"
"25088","1","1","1"
"25094","1","1","1"
"25096","7","7","7"
"25097","3","3","3"
"25104","-2","-2","-2"
"25114","4","4","4"
"25122","-2","-2","-2"
"25130","-2","-2","-2"
"25135","-2","-2","-2"
"25136","-2","-2","-2"
"25144","1","1","1"
"25156","-1","-1","-1"
"25160","0","0","0"
"25163","1","1","1"
"25173","1","1","1"
"25179","1","1","1"
"25186","6","6","6"
"25198","-2","-2","-2"
"25207","5","5","5"
"25216","4","4","4"
"25218","2","2","2"
"25223","-1","-1","-1"
"25225","0","0","0"
"25237","18","18","18"
"25238","6","6","6"
"25239","2","2","2"
"25242","-1","-1","-1"
"25247","1","1","1"
"25250","29","29","29"
"25261","18","18","18"
"25264","11","11","11"
"25266","9","9","9"
"25269","5","5","5"
"25277","5","5","5"
"25287","6","6","6"
"25289","2","2","2"
"25291","3","3","3"
"25295","1","1","1"
"25296","13","13","13"
"25299","-2","-2","-2"
"25303","4","4","4"
"25314","-1","-1","-1"
"25317","7","7","7"
"25321","2","2","2"
"25325","16","16","16"
"25328","0","0","0"
"25330","-2","-2","-2"
"25334","2","2","2"
"25356","-2","-2","-2"
"25377","7","7","7"
"25384","0","0","0"
"25390","6","6","6"
"25392","4","4","4"
"25393","1","1","1"
"25399","1","1","1"
"25406","2","2","2"
"25411","4","4","4"
"25412","-1","-1","-1"
"25423","1","1","1"
"25426","0","0","0"
"25427","16","16","16"
"25431","8","8","8"
"25436","-1","-1","-1"
"25440","25","25","25"
"25444","-2","-2","-2"
"25445","3","3","3"
"25453","-1","-1","-1"
"25458","3","3","3"
"25466","1","1","1"
"25473","1","1","1"
"25474","-1","-1","-1"
"25475","-1","-1","-1"
"25478","-1","-1","-1"
"25482","3","3","3"
"25486","-2","-2","-2"
"25492","1","1","1"
"25499","4","4","4"
"25501","1","1","1"
"25505","3","3","3"
"25506","1","1","1"
"25510","-2","-2","-2"
"25523","7","7","7"
"25525","2","2","2"
"25527","0","0","0"
"25531","7","7","7"
"25540","4","4","4"
"25541","-2","-2","-2"
"25542","6","6","6"
"25544","-2","-2","-2"
"25552","6","6","6"
"25557","2","2","2"
"25567","3","3","3"
"25571","1","1","1"
"25585","-1","-1","-1"
"25586","2","2","2"
"25595","2","2","2"
"25600","2","2","2"
"25601","0","0","0"
"25605","14","14","14"
"25620","19","19","19"
"25623","5","5","5"
"25631","9","9","9"
"25632","1","1","1"
"25639","6","6","6"
"25643","5","5","5"
"25646","-2","-2","-2"
"25649","3","3","3"
"25653","-2","-2","-2"
"25654","8","8","8"
"25677","1","1","1"
"25681","26","26","26"
"25685","-2","-2","-2"
"25688","-1","-1","-1"
"25689","0","0","0"
"25692","1","1","1"
"25701","1","1","1"
"25711","4","4","4"
"25716","-1","-1","-1"
"25728","2","2","2"
"25729","1","1","1"
"25732","3","3","3"
"25735","1","1","1"
"25740","0","0","0"
"25741","-2","-2","-2"
"25743","2","2","2"
"25761","0","0","0"
"25767","3","3","3"
"25770","-2","-2","-2"
"25776","0","0","0"
"25778","3","3","3"
"25783","5","5","5"
"25787","-1","-1","-1"
"25790","5","5","5"
"25801","1","1","1"
"25802","0","0","0"
"25809","2","2","2"
"25813","3","3","3"
"25819","3","3","3"
"25822","4","4","4"
"25823","-1","-1","-1"
"25828","1","1","1"
"25833","20","20","20"
"25837","7","7","7"
"25839","2","2","2"
"25840","2","2","2"
"25842","6","6","6"
"25843","1","1","1"
"25845","-2","-2","-2"
"25847","9","9","9"
"25848","-1","-1","-1"
"25852","6","6","6"
"25856","-2","-2","-2"
"25860","-1","-1","-1"
"25866","1","1","1"
"25869","2","2","2"
"25872","2","2","2"
"25879","0","0","0"
"25881","-2","-2","-2"
"25882","-2","-2","-2"
"25887","5","5","5"
"25891","1","1","1"
"25892","5","5","5"
"25895","-1","-1","-1"
"25903","13","13","13"
"25906","7","7","7"
"25909","10","10","10"
"25911","0","0","0"
"25917","24","24","24"
"25920","-1","-1","-1"
"25932","3","3","3"
"25933","-2","-2","-2"
"25939","1","1","1"
"25944","1","1","1"
"25951","0","0","0"
"25953","1","1","1"
"25954","19","19","19"
"25957","-1","-1","-1"
"25964","6","6","6"
"25969","-1","-1","-1"
"25974","5","5","5"
"25975","2","2","2"
"25978","8","8","8"
"25980","4","4","4"
"25985","22","22","22"
"25989","22","22","22"
"25996","7","7","7"
"26003","10","10","10"
"26006","7","7","7"
"26008","-1","-1","-1"
"26013","-1","-1","-1"
"26027","5","5","5"
"26028","7","7","7"
"26033","1","1","1"
"26035","0","0","0"
"26044","6","6","6"
"26049","-1","-1","-1"
"26057","11","11","11"
"26059","-2","-2","-2"
"26070","2","2","2"
"26072","-1","-1","-1"
"26074","0","0","0"
"26075","3","3","3"
"26080","16","16","16"
"26081","-2","-2","-2"
"26082","3","3","3"
"26086","2","2","2"
"26088","2","2","2"
"26089","1","1","1"
"26093","7","7","7"
"26111","1","1","1"
"26115","-2","-2","-2"
"26116","7","7","7"
"26119","7","7","7"
"26123","5","5","5"
"26132","-1","-1","-1"
"26133","11","11","11"
"26141","1","1","1"
"26150","6","6","6"
"26152","1","1","1"
"26154","25","25","25"
"26167","8","8","8"
"26169","-2","-2","-2"
"26185","0","0","0"
"26187","10","10","10"
"26197","19","19","19"
"26201","1","1","1"
"26202","1","1","1"
"26203","4","4","4"
"26208","2","2","2"
"26215","-2","-2","-2"
"26225","7","7","7"
"26236","8","8","8"
"26254","4","4","4"
"26275","4","4","4"
"26284","2","2","2"
"26286","4","4","4"
"26293","22","22","22"
"26316","8","8","8"
"26319","1","1","1"
"26321","2","2","2"
"26324","0","0","0"
"26328","-2","-2","-2"
"26329","-2","-2","-2"
"26332","1","1","1"
"26336","24","24","24"
"26338","8","8","8"
"26351","5","5","5"
"26355","0","0","0"
"26359","11","11","11"
"26363","3","3","3"
"26364","2","2","2"
"26368","13","13","13"
"26387","1","1","1"
"26388","2","2","2"
"26389","1","1","1"
"26392","5","5","5"
"26401","6","6","6"
"26402","6","6","6"
"26404","2","2","2"
"26409","-2","-2","-2"
"26413","4","4","4"
"26419","-2","-2","-2"
"26423","7","7","7"
"26425","-2","-2","-2"
"26428","1","1","1"
"26432","0","0","0"
"26433","2","2","2"
"26434","3","3","3"
"26441","-1","-1","-1"
"26447","6","6","6"
"26449","0","0","0"
"26451","2","2","2"
"26454","-2","-2","-2"
"26460","5","5","5"
"26463","2","2","2"
"26479","41","41","41"
"26480","3","3","3"
"26492","9","9","9"
"26495","3","3","3"
"26504","17","17","17"
"26511","4","4","4"
"26521","-1","-1","-1"
"26528","4","4","4"
"26529","8","8","8"
"26532","5","5","5"
"26537","1","1","1"
"26540","1","1","1"
"26550","0","0","0"
"26553","3","3","3"
"26560","16","16","16"
"26581","1","1","1"
"26592","1","1","1"
"26597","0","0","0"
"26602","2","2","2"
"26607","-1","-1","-1"
"26613","-2","-2","-2"
"26631","0","0","0"
"26642","5","5","5"
"26645","0","0","0"
"26647","-2","-2","-2"
"26654","4","4","4"
"26661","10","10","10"
"26662","8","8","8"
"26671","4","4","4"
"26676","0","0","0"
"26678","4","4","4"
"26679","0","0","0"
"26681","2","2","2"
"26687","1","1","1"
"26693","0","0","0"
"26694","6","6","6"
"26701","1","1","1"
"26702","-2","-2","-2"
"26707","3","3","3"
"26708","0","0","0"
"26724","3","3","3"
"26726","-2","-2","-2"
"26730","-2","-2","-2"
"26731","1","1","1"
"26744","-2","-2","-2"
"26747","5","5","5"
"26748","-2","-2","-2"
"26750","0","0","0"
"26754","-1","-1","-1"
"26756","5","5","5"
"26760","0","0","0"
"26771","-1","-1","-1"
"26780","3","3","3"
"26787","9","9","9"
"26789","7","7","7"
"26798","6","6","6"
"26800","3","3","3"
"26806","-2","-2","-2"
"26807","1","1","1"
"26808","3","3","3"
"26817","6","6","6"
"26847","9","9","9"
"26849","3","3","3"
"26851","20","20","20"
"26854","1","1","1"
"26856","-1","-1","-1"
"26863","4","4","4"
"26873","5","5","5"
"26876","-1","-1","-1"
"26880","12","12","12"
"26888","8","8","8"
"26889","-2","-2","-2"
"26891","2","2","2"
"26898","-1","-1","-1"
"26901","2","2","2"
"26908","4","4","4"
"26919","3","3","3"
"26929","4","4","4"
"26932","8","8","8"
"26934","7","7","7"
"26938","0","0","0"
"26952","-2","-2","-2"
"26957","0","0","0"
"26961","-2","-2","-2"
"26967","5","5","5"
"26969","0","0","0"
"26971","22","22","22"
"26973","2","2","2"
"26985","14","14","14"
"27000","8","8","8"
"27006","0","0","0"
"27010","1","1","1"
"27013","0","0","0"
"27014","2","2","2"
"27018","12","12","12"
"27041","8","8","8"
"27042","2","2","2"
"27046","0","0","0"
"27050","-1","-1","-1"
"27061","10","10","10"
"27065","-1","-1","-1"
"27067","3","3","3"
"27087","1","1","1"
"27091","0","0","0"
"27098","0","0","0"
"27103","8","8","8"
"27108","0","0","0"
"27111","7","7","7"
"27112","-2","-2","-2"
"27113","2","2","2"
"27118","1","1","1"
"27134","26","26","26"
"27135","12","12","12"
"27145","7","7","7"
"27150","1","1","1"
"27151","9","9","9"
"27153","4","4","4"
"27158","5","5","5"
"27162","5","5","5"
"27169","6","6","6"
"27172","3","3","3"
"27178","-1","-1","-1"
"27185","19","19","19"
"27188","1","1","1"
"27202","1","1","1"
"27205","-2","-2","-2"
"27215","0","0","0"
"27217","-1","-1","-1"
"27220","2","2","2"
"27226","10","10","10"
"27228","13","13","13"
"27234","2","2","2"
"27235","6","6","6"
"27236","-2","-2","-2"
"27237","21","21","21"
"27238","2","2","2"
"27239","0","0","0"
"27243","9","9","9"
"27246","4","4","4"
"27247","0","0","0"
"27248","1","1","1"
"27255","11","11","11"
"27270","1","1","1"
"27279","29","29","29"
"27289","-2","-2","-2"
"27291","5","5","5"
"27308","2","2","2"
"27312","6","6","6"
"27316","1","1","1"
"27318","4","4","4"
"27321","19","19","19"
"27324","1","1","1"
"27325","1","1","1"
"27326","1","1","1"
"27336","17","17","17"
"27346","0","0","0"
"27354","3","3","3"
"27357","7","7","7"
"27361","6","6","6"
"27362","0","0","0"
"27364","16","16","16"
"27365","6","6","6"
"27380","31","31","31"
"27381","2","2","2"
"27384","1","1","1"
"27393","0","0","0"
"27407","-2","-2","-2"
"27409","15","15","15"
"27411","1","1","1"
"27418","-2","-2","-2"
"27421","1","1","1"
"27427","-2","-2","-2"
"27429","8","8","8"
"27437","0","0","0"
"27439","3","3","3"
"27446","2","2","2"
"27449","0","0","0"
"27463","-2","-2","-2"
"27466","0","0","0"
"27471","-1","-1","-1"
"27487","8","8","8"
"27489","3","3","3"
"27491","-2","-2","-2"
"27492","5","5","5"
"27500","4","4","4"
"27502","1","1","1"
"27506","-1","-1","-1"
"27521","-1","-1","-1"
"27522","7","7","7"
"27525","6","6","6"
"27529","0","0","0"
"27531","0","0","0"
"27539","2","2","2"
"27542","0","0","0"
"27543","2","2","2"
"27549","7","7","7"
"27553","0","0","0"
"27562","5","5","5"
"27569","-1","-1","-1"
"27570","8","8","8"
"27571","1","1","1"
"27573","5","5","5"
"27575","3","3","3"
"27581","6","6","6"
"27585","-2","-2","-2"
"27588","5","5","5"
"27590","-1","-1","-1"
"27594","-1","-1","-1"
"27595","6","6","6"
"27599","5","5","5"
"27604","1","1","1"
"27606","11","11","11"
"27609","1","1","1"
"27610","2","2","2"
"27611","2","2","2"
"27625","-2","-2","-2"
"27632","-1","-1","-1"
"27636","9","9","9"
"27659","0","0","0"
"27664","-1","-1","-1"
"27666","3","3","3"
"27672","0","0","0"
"27675","-1","-1","-1"
"27676","5","5","5"
"27679","4","4","4"
"27690","3","3","3"
"27701","9","9","9"
"27703","-1","-1","-1"
"27711","10","10","10"
"27723","4","4","4"
"27724","4","4","4"
"27734","1","1","1"
"27736","1","1","1"
"27740","2","2","2"
"27745","7","7","7"
"27748","-1","-1","-1"
"27751","-2","-2","-2"
"27753","3","3","3"
"27754","-2","-2","-2"
"27760","-2","-2","-2"
"27761","-1","-1","-1"
"27764","-1","-1","-1"
"27768","0","0","0"
"27772","5","5","5"
"27774","10","10","10"
"27776","-1","-1","-1"
"27786","11","11","11"
"27790","-2","-2","-2"
"27796","32","32","32"
"27797","14","14","14"
"27799","1","1","1"
"27802","-2","-2","-2"
"27803","11","11","11"
"27807","7","7","7"
"27812","1","1","1"
"27819","4","4","4"
"27825","6","6","6"
"27830","7","7","7"
"27839","7","7","7"
"27850","0","0","0"
"27856","2","2","2"
"27857","2","2","2"
"27858","9","9","9"
"27869","-1","-1","-1"
"27873","0","0","0"
"27879","4","4","4"
"27883","3","3","3"
"27884","-1","-1","-1"
"27887","2","2","2"
"27893","13","13","13"
"27894","5","5","5"
"27896","33","33","33"
"27901","0","0","0"
"27902","6","6","6"
"27905","0","0","0"
"27909","18","18","18"
"27915","-2","-2","-2"
"27918","5","5","5"
"27921","22","22","22"
"27928","3","3","3"
"27931","-1","-1","-1"
"27933","3","3","3"
"27936","0","0","0"
"27938","1","1","1"
"27947","4","4","4"
"27949","3","3","3"
"27961","23","23","23"
"27968","0","0","0"
"27974","5","5","5"
"27975","6","6","6"
"27985","10","10","10"
"27995","0","0","0"
"27996","-1","-1","-1"
"27999","0","0","0"
"28000","3","3","3"
"28003","0","0","0"
"28008","12","12","12"
"28009","-2","-2","-2"
"28019","12","12","12"
"28021","8","8","8"
"28029","-1","-1","-1"
"28039","2","2","2"
"28041","0","0","0"
"28070","4","4","4"
"28072","-1","-1","-1"
"28078","7","7","7"
"28088","1","1","1"
"28103","6","6","6"
"28105","-2","-2","-2"
"28111","6","6","6"
"28119","14","14","14"
"28121","-1","-1","-1"
"28122","1","1","1"
"28128","-2","-2","-2"
"28131","3","3","3"
"28132","0","0","0"
"28142","0","0","0"
"28148","4","4","4"
"28149","-2","-2","-2"
"28156","-2","-2","-2"
"28157","3","3","3"
"28162","5","5","5"
"28165","3","3","3"
"28167","4","4","4"
"28169","1","1","1"
"28176","3","3","3"
"28181","4","4","4"
"28187","3","3","3"
"28191","4","4","4"
"28192","24","24","24"
"28197","23","23","23"
"28207","8","8","8"
"28208","9","9","9"
"28216","17","17","17"
"28222","6","6","6"
"28230","3","3","3"
"28232","-2","-2","-2"
"28234","6","6","6"
"28236","2","2","2"
"28240","0","0","0"
"28249","0","0","0"
"28255","26","26","26"
"28257","1","1","1"
"28264","0","0","0"
"28265","-2","-2","-2"
"28266","20","20","20"
"28267","17","17","17"
"28278","0","0","0"
"28282","4","4","4"
"28283","1","1","1"
"28287","5","5","5"
"28294","1","1","1"
"28296","2","2","2"
"28299","-1","-1","-1"
"28313","3","3","3"
"28314","-1","-1","-1"
"28325","0","0","0"
"28330","2","2","2"
"28338","6","6","6"
"28340","4","4","4"
"28344","0","0","0"
"28348","0","0","0"
"28350","4","4","4"
"28352","2","2","2"
"28358","0","0","0"
"28360","11","11","11"
"28361","6","6","6"
"28364","4","4","4"
"28365","-1","-1","-1"
"28366","6","6","6"
"28375","7","7","7"
"28378","1","1","1"
"28401","0","0","0"
"28403","0","0","0"
"28404","3","3","3"
"28407","4","4","4"
"28408","3","3","3"
"28413","8","8","8"
"28420","1","1","1"
"28430","0","0","0"
"28433","1","1","1"
"28437","6","6","6"
"28441","9","9","9"
"28444","0","0","0"
"28450","0","0","0"
"28452","2","2","2"
"28455","8","8","8"
"28465","0","0","0"
"28467","10","10","10"
"28473","2","2","2"
"28478","4","4","4"
"28488","0","0","0"
"28490","0","0","0"
"28502","1","1","1"
"28516","0","0","0"
"28519","19","19","19"
"28525","-2","-2","-2"
"28532","1","1","1"
"28547","-1","-1","-1"
"28549","0","0","0"
"28556","0","0","0"
"28560","2","2","2"
"28561","6","6","6"
"28564","2","2","2"
"28565","3","3","3"
"28578","1","1","1"
"28582","0","0","0"
"28596","5","5","5"
"28600","1","1","1"
"28602","4","4","4"
"28604","-2","-2","-2"
"28607","7","7","7"
"28613","-1","-1","-1"
"28626","22","22","22"
"28630","-1","-1","-1"
"28632","26","26","26"
"28634","3","3","3"
"28648","4","4","4"
"28651","-1","-1","-1"
"28652","-1","-1","-1"
"28657","19","19","19"
"28658","18","18","18"
"28659","2","2","2"
"28678","3","3","3"
"28683","2","2","2"
"28689","-1","-1","-1"
"28690","0","0","0"
"28692","3","3","3"
"28696","-1","-1","-1"
"28702","6","6","6"
"28711","2","2","2"
"28720","3","3","3"
"28721","23","23","23"
"28724","2","2","2"
"28734","6","6","6"
"28736","-1","-1","-1"
"28738","0","0","0"
"28741","11","11","11"
"28743","-1","-1","-1"
"28747","-1","-1","-1"
"28756","1","1","1"
"28760","0","0","0"
"28781","4","4","4"
"28784","2","2","2"
"28795","-1","-1","-1"
"28806","-1","-1","-1"
"28819","2","2","2"
"28827","0","0","0"
"28829","0","0","0"
"28833","4","4","4"
"28839","0","0","0"
"28841","17","17","17"
"28845","23","23","23"
"28849","1","1","1"
"28854","2","2","2"
"28857","1","1","1"
"28858","13","13","13"
"28866","-1","-1","-1"
"28867","2","2","2"
"28868","10","10","10"
"28869","0","0","0"
"28881","0","0","0"
"28893","-1","-1","-1"
"28894","1","1","1"
"28901","13","13","13"
"28909","3","3","3"
"28914","3","3","3"
"28916","-1","-1","-1"
"28923","1","1","1"
"28926","6","6","6"
"28931","1","1","1"
"28947","10","10","10"
"28948","1","1","1"
"28953","14","14","14"
"28957","-1","-1","-1"
"28959","1","1","1"
"28961","-2","-2","-2"
"28971","-1","-1","-1"
"28987","6","6","6"
"28995","2","2","2"
"28996","2","2","2"
"28999","0","0","0"
"29002","13","13","13"
"29004","0","0","0"
"29009","5","5","5"
"29012","10","10","10"
"29014","3","3","3"
"29022","6","6","6"
"29024","2","2","2"
"29025","-1","-1","-1"
"29030","-2","-2","-2"
"29034","6","6","6"
"29035","0","0","0"
"29036","-1","-1","-1"
"29037","9","9","9"
"29047","-1","-1","-1"
"29049","9","9","9"
"29054","-1","-1","-1"
"29058","0","0","0"
"29066","6","6","6"
"29078","3","3","3"
"29084","-1","-1","-1"
"29085","6","6","6"
"29088","1","1","1"
"29089","-1","-1","-1"
"29105","-2","-2","-2"
"29111","28","28","28"
"29120","1","1","1"
"29123","2","2","2"
"29124","1","1","1"
"29129","24","24","24"
"29135","13","13","13"
"29141","8","8","8"
"29150","0","0","0"
"29151","0","0","0"
"29162","5","5","5"
"29170","-1","-1","-1"
"29172","-2","-2","-2"
"29180","2","2","2"
"29182","18","18","18"
"29187","3","3","3"
"29193","7","7","7"
"29197","-1","-1","-1"
"29199","11","11","11"
"29201","-2","-2","-2"
"29202","2","2","2"
"29205","8","8","8"
"29221","0","0","0"
"29225","14","14","14"
"29240","-2","-2","-2"
"29243","2","2","2"
"29245","4","4","4"
"29252","13","13","13"
"29255","6","6","6"
"29262","-2","-2","-2"
"29264","0","0","0"
"29267","2","2","2"
"29275","3","3","3"
"29279","4","4","4"
"29282","2","2","2"
"29292","-1","-1","-1"
"29303","-1","-1","-1"
"29309","-2","-2","-2"
"29315","5","5","5"
"29317","5","5","5"
"29319","6","6","6"
"29321","9","9","9"
"29322","0","0","0"
"29331","-2","-2","-2"
"29337","10","10","10"
"29351","10","10","10"
"29355","0","0","0"
"29357","7","7","7"
"29359","10","10","10"
"29367","1","1","1"
"29369","4","4","4"
"29370","3","3","3"
"29374","-1","-1","-1"
"29375","-1","-1","-1"
"29389","2","2","2"
"29394","5","5","5"
"29402","0","0","0"
"29404","8","8","8"
"29414","2","2","2"
"29415","4","4","4"
"29417","3","3","3"
"29433","26","26","26"
"29437","3","3","3"
"29441","2","2","2"
"29447","-1","-1","-1"
"29456","-2","-2","-2"
"29465","1","1","1"
"29468","24","24","24"
"29476","3","3","3"
"29477","-2","-2","-2"
"29481","10","10","10"
"29490","-1","-1","-1"
"29495","0","0","0"
"29496","-2","-2","-2"
"29509","0","0","0"
"29514","6","6","6"
"29521","1","1","1"
"29526","1","1","1"
"29530","3","3","3"
"29532","1","1","1"
"29536","18","18","18"
"29542","2","2","2"
"29548","7","7","7"
"29550","0","0","0"
"29554","3","3","3"
"29558","5","5","5"
"29561","-1","-1","-1"
"29565","10","10","10"
"29569","1","1","1"
"29575","0","0","0"
"29579","19","19","19"
"29586","3","3","3"
"29588","0","0","0"
"29589","12","12","12"
"29590","5","5","5"
"29595","0","0","0"
"29606","-1","-1","-1"
"29610","4","4","4"
"29612","0","0","0"
"29615","4","4","4"
"29618","7","7","7"
"29619","1","1","1"
"29621","3","3","3"
"29631","-2","-2","-2"
"29632","8","8","8"
"29634","6","6","6"
"29636","0","0","0"
"29646","2","2","2"
"29647","7","7","7"
"29652","5","5","5"
"29655","3","3","3"
"29657","-2","-2","-2"
"29658","16","16","16"
"29662","10","10","10"
"29663","6","6","6"
"29666","0","0","0"
"29681","4","4","4"
"29691","-1","-1","-1"
"29704","1","1","1"
"29709","19","19","19"
"29710","7","7","7"
"29712","-1","-1","-1"
"29725","-2","-2","-2"
"29728","3","3","3"
"29736","-2","-2","-2"
"29740","2","2","2"
"29743","-1","-1","-1"
"29752","14","14","14"
"29755","27","27","27"
"29761","0","0","0"
"29778","7","7","7"
"29780","3","3","3"
"29784","-1","-1","-1"
"29785","18","18","18"
"29786","1","1","1"
"29795","-2","-2","-2"
"29797","2","2","2"
"29808","7","7","7"
"29809","1","1","1"
"29812","2","2","2"
"29814","10","10","10"
"29815","5","5","5"
"29827","-2","-2","-2"
"29828","1","1","1"
"29834","23","23","23"
"29836","-1","-1","-1"
"29837","4","4","4"
"29838","9","9","9"
"29842","-2","-2","-2"
"29858","-1","-1","-1"
"29866","0","0","0"
"29878","6","6","6"
"29879","1","1","1"
"29882","-2","-2","-2"
"29891","1","1","1"
"29898","7","7","7"
"29911","4","4","4"
"29912","3","3","3"
"29915","31","31","31"
"29918","6","6","6"
"29920","3","3","3"
"29921","3","3","3"
"29928","2","2","2"
"29938","3","3","3"
"29943","3","3","3"
"29949","14","14","14"
"29953","4","4","4"
"29954","27","27","27"
"29960","0","0","0"
"29963","6","6","6"
"29964","-2","-2","-2"
"29965","1","1","1"
"29967","4","4","4"
"29975","0","0","0"
"29983","1","1","1"
"29993","0","0","0"
"29995","8","8","8"
"29998","0","0","0"
"29999","13","13","13"
"30004","18","18","18"
"30011","7","7","7"
"30023","0","0","0"
"30029","-1","-1","-1"
"30035","3","3","3"
"30037","5","5","5"
"30039","2","2","2"
"30040","5","5","5"
"30044","8","8","8"
"30064","4","4","4"
"30065","4","4","4"
"30069","8","8","8"
"30078","6","6","6"
"30082","4","4","4"
"30088","3","3","3"
"30090","-1","-1","-1"
"30094","-1","-1","-1"
"30104","-2","-2","-2"
"30109","0","0","0"
"30110","1","1","1"
"30115","-2","-2","-2"
"30116","-2","-2","-2"
"30119","-1","-1","-1"
"30121","5","5","5"
"30123","-1","-1","-1"
"30130","29","29","29"
"30131","0","0","0"
"30142","-1","-1","-1"
"30144","22","22","22"
"30146","4","4","4"
"30149","0","0","0"
"30161","13","13","13"
"30163","0","0","0"
"30166","3","3","3"
"30174","7","7","7"
"30180","1","1","1"
"30192","18","18","18"
"30200","0","0","0"
"30215","-1","-1","-1"
"30217","6","6","6"
"30232","1","1","1"
"30235","19","19","19"
"30237","-1","-1","-1"
"30239","0","0","0"
"30244","1","1","1"
"30268","-1","-1","-1"
"30287","1","1","1"
"30296","5","5","5"
"30307","5","5","5"
"30311","1","1","1"
"30312","26","26","26"
"30319","0","0","0"
"30327","3","3","3"
"30338","2","2","2"
"30340","6","6","6"
"30342","-2","-2","-2"
"30351","4","4","4"
"30354","-2","-2","-2"
"30361","1","1","1"
"30362","1","1","1"
"30368","0","0","0"
"30377","-1","-1","-1"
"30379","5","5","5"
"30389","2","2","2"
"30400","-2","-2","-2"
"30406","-2","-2","-2"
"30407","0","0","0"
"30415","8","8","8"
"30419","0","0","0"
"30427","5","5","5"
"30432","2","2","2"
"30438","1","1","1"
"30439","0","0","0"
"30440","2","2","2"
"30449","3","3","3"
"30454","10","10","10"
"30455","-1","-1","-1"
"30458","1","1","1"
"30466","7","7","7"
"30471","3","3","3"
"30478","4","4","4"
"30481","19","19","19"
"30484","2","2","2"
"30485","5","5","5"
"30487","4","4","4"
"30491","16","16","16"
"30493","1","1","1"
"30497","1","1","1"
"30498","-1","-1","-1"
"30502","3","3","3"
"30517","1","1","1"
"30518","-1","-1","-1"
"30520","8","8","8"
"30539","1","1","1"
"30544","5","5","5"
"30546","2","2","2"
"30548","11","11","11"
"30549","-2","-2","-2"
"30554","2","2","2"
"30558","-1","-1","-1"
"30564","26","26","26"
"30574","0","0","0"
"30578","15","15","15"
"30580","2","2","2"
"30588","11","11","11"
"30595","20","20","20"
"30605","1","1","1"
"30611","14","14","14"
"30612","0","0","0"
"30615","17","17","17"
"30617","-1","-1","-1"
"30629","2","2","2"
"30630","-1","-1","-1"
"30634","6","6","6"
"30636","0","0","0"
"30650","6","6","6"
"30655","5","5","5"
"30657","4","4","4"
"30662","0","0","0"
"30663","6","6","6"
"30666","1","1","1"
"30668","4","4","4"
"30675","-1","-1","-1"
"30683","3","3","3"
"30684","1","1","1"
"30685","4","4","4"
"30691","12","12","12"
"30699","-2","-2","-2"
"30700","-1","-1","-1"
"30705","0","0","0"
"30708","8","8","8"
"30709","0","0","0"
"30713","2","2","2"
"30724","1","1","1"
"30731","0","0","0"
"30732","1","1","1"
"30736","8","8","8"
"30737","1","1","1"
"30742","-2","-2","-2"
"30743","7","7","7"
"30745","3","3","3"
"30748","2","2","2"
"30750","-2","-2","-2"
"30753","5","5","5"
"30762","4","4","4"
"30770","21","21","21"
"30771","2","2","2"
"30773","-2","-2","-2"
"30782","10","10","10"
"30790","3","3","3"
"30791","4","4","4"
"30794","7","7","7"
"30795","2","2","2"
"30798","0","0","0"
"30800","0","0","0"
"30812","7","7","7"
"30818","-1","-1","-1"
"30821","0","0","0"
"30826","2","2","2"
"30829","-2","-2","-2"
"30840","7","7","7"
"30859","6","6","6"
"30860","8","8","8"
"30866","1","1","1"
"30867","2","2","2"
"30874","1","1","1"
"30882","1","1","1"
"30889","10","10","10"
"30894","17","17","17"
"30906","5","5","5"
"30907","0","0","0"
"30913","3","3","3"
"30914","0","0","0"
"30915","4","4","4"
"30917","0","0","0"
"30926","27","27","27"
"30927","6","6","6"
"30929","9","9","9"
"30938","6","6","6"
"30949","1","1","1"
"30952","20","20","20"
"30956","6","6","6"
"30957","3","3","3"
"30965","2","2","2"
"30972","0","0","0"
"30973","6","6","6"
"30981","-2","-2","-2"
"30986","0","0","0"
"30988","16","16","16"
"30994","5","5","5"
"31003","1","1","1"
"31008","4","4","4"
"31011","-1","-1","-1"
"31012","9","9","9"
"31021","4","4","4"
"31023","4","4","4"
"31024","-2","-2","-2"
"31029","2","2","2"
"31032","-2","-2","-2"
"31034","-2","-2","-2"
"31038","8","8","8"
"31058","3","3","3"
"31060","3","3","3"
"31061","3","3","3"
