"Step","DDQN_run_1747573335 - total_reward","DDQN_run_1747573335 - total_reward__MIN","DDQN_run_1747573335 - total_reward__MAX"
"37349","29","29","29"
"37351","13","13","13"
"37353","29","29","29"
"37360","29","29","29"
"37372","29","29","29"
"37377","48","48","48"
"37382","49","49","49"
"37387","48","48","48"
"37394","48","48","48"
"37397","48","48","48"
"37398","29","29","29"
"37402","29","29","29"
"37403","29","29","29"
"37414","48","48","48"
"37423","48","48","48"
"37424","11","11","11"
"37426","29","29","29"
"37436","29","29","29"
"37442","29","29","29"
"37446","19","19","19"
"37449","29","29","29"
"37450","48","48","48"
"37461","29","29","29"
"37463","48","48","48"
"37476","29","29","29"
"37478","29","29","29"
"37484","48","48","48"
"37487","29","29","29"
"37492","29","29","29"
"37505","48","48","48"
"37510","29","29","29"
"37511","29","29","29"
"37512","29","29","29"
"37513","23","23","23"
"37516","27","27","27"
"37527","2","2","2"
"37537","29","29","29"
"37545","29","29","29"
"37555","29","29","29"
"37556","29","29","29"
"37566","29","29","29"
"37575","8","8","8"
"37582","29","29","29"
"37584","29","29","29"
"37589","29","29","29"
"37596","29","29","29"
"37602","29","29","29"
"37603","29","29","29"
"37604","29","29","29"
"37606","29","29","29"
"37611","29","29","29"
"37615","29","29","29"
"37626","19","19","19"
"37635","7","7","7"
"37636","29","29","29"
"37646","29","29","29"
"37653","29","29","29"
"37654","18","18","18"
"37663","29","29","29"
"37664","29","29","29"
"37666","29","29","29"
"37667","29","29","29"
"37670","29","29","29"
"37676","48","48","48"
"37680","16","16","16"
"37681","29","29","29"
"37688","29","29","29"
"37692","29","29","29"
"37709","48","48","48"
"37720","3","3","3"
"37722","29","29","29"
"37723","29","29","29"
"37729","29","29","29"
"37734","29","29","29"
"37748","29","29","29"
"37750","15","15","15"
"37753","29","29","29"
"37757","29","29","29"
"37759","29","29","29"
"37764","48","48","48"
"37771","29","29","29"
"37773","29","29","29"
"37774","48","48","48"
"37776","48","48","48"
"37780","48","48","48"
"37789","29","29","29"
"37791","27","27","27"
"37792","8","8","8"
"37793","29","29","29"
"37794","48","48","48"
"37802","29","29","29"
"37812","48","48","48"
"37813","29","29","29"
"37818","29","29","29"
"37821","29","29","29"
"37826","29","29","29"
"37829","29","29","29"
"37830","48","48","48"
"37833","48","48","48"
"37843","29","29","29"
"37844","29","29","29"
"37859","29","29","29"
"37863","16","16","16"
"37867","17","17","17"
"37874","29","29","29"
"37876","29","29","29"
"37878","29","29","29"
"37879","29","29","29"
"37883","6","6","6"
"37888","29","29","29"
"37892","22","22","22"
"37895","29","29","29"
"37898","29","29","29"
"37899","48","48","48"
"37906","29","29","29"
"37917","48","48","48"
"37920","29","29","29"
"37921","29","29","29"
"37922","29","29","29"
"37937","29","29","29"
"37940","29","29","29"
"37941","29","29","29"
"37943","29","29","29"
"37945","29","29","29"
"37948","29","29","29"
"37950","19","19","19"
"37951","48","48","48"
"37954","18","18","18"
"37972","29","29","29"
"37978","48","48","48"
"37980","29","29","29"
"37996","29","29","29"
"38001","29","29","29"
"38008","29","29","29"
"38013","48","48","48"
"38017","24","24","24"
"38023","48","48","48"
"38032","29","29","29"
"38033","29","29","29"
"38034","48","48","48"
"38035","29","29","29"
"38038","29","29","29"
"38045","29","29","29"
"38052","29","29","29"
"38057","17","17","17"
"38060","29","29","29"
"38068","29","29","29"
"38077","29","29","29"
"38088","18","18","18"
"38093","48","48","48"
"38097","29","29","29"
"38098","29","29","29"
"38099","29","29","29"
"38102","29","29","29"
"38107","29","29","29"
"38109","29","29","29"
"38112","29","29","29"
"38113","29","29","29"
"38114","29","29","29"
"38115","29","29","29"
"38121","7","7","7"
"38125","29","29","29"
"38128","29","29","29"
"38133","29","29","29"
"38136","29","29","29"
"38139","48","48","48"
"38146","29","29","29"
"38150","30","30","30"
"38157","29","29","29"
"38160","29","29","29"
"38161","29","29","29"
"38166","29","29","29"
"38180","29","29","29"
"38181","29","29","29"
"38185","29","29","29"
"38188","48","48","48"
"38191","48","48","48"
"38196","48","48","48"
"38197","29","29","29"
"38199","25","25","25"
"38200","14","14","14"
"38202","48","48","48"
"38204","29","29","29"
"38213","-1","-1","-1"
"38233","24","24","24"
"38243","29","29","29"
"38247","29","29","29"
"38250","29","29","29"
"38254","29","29","29"
"38257","23","23","23"
"38261","29","29","29"
"38262","29","29","29"
"38267","29","29","29"
"38278","29","29","29"
"38281","48","48","48"
"38285","29","29","29"
"38293","29","29","29"
"38300","29","29","29"
"38312","25","25","25"
"38317","29","29","29"
"38319","25","25","25"
"38325","29","29","29"
"38326","29","29","29"
"38328","48","48","48"
"38357","48","48","48"
"38364","29","29","29"
"38367","26","26","26"
"38368","25","25","25"
"38377","25","25","25"
"38378","29","29","29"
"38380","29","29","29"
"38383","29","29","29"
"38384","28","28","28"
"38391","29","29","29"
"38396","29","29","29"
"38404","29","29","29"
"38406","11","11","11"
"38407","24","24","24"
"38408","48","48","48"
"38414","29","29","29"
"38423","26","26","26"
"38424","29","29","29"
"38426","29","29","29"
"38432","29","29","29"
"38439","48","48","48"
"38444","13","13","13"
"38446","48","48","48"
"38451","48","48","48"
"38456","29","29","29"
"38460","47","47","47"
"38461","29","29","29"
"38477","29","29","29"
"38480","29","29","29"
"38489","48","48","48"
"38491","29","29","29"
"38505","29","29","29"
"38508","29","29","29"
"38509","29","29","29"
"38523","28","28","28"
"38528","29","29","29"
"38533","29","29","29"
"38534","29","29","29"
"38543","6","6","6"
"38545","26","26","26"
"38549","45","45","45"
"38555","29","29","29"
"38560","29","29","29"
"38565","29","29","29"
"38573","48","48","48"
"38576","48","48","48"
"38577","48","48","48"
"38580","29","29","29"
"38585","29","29","29"
"38592","29","29","29"
"38598","22","22","22"
"38599","25","25","25"
"38600","48","48","48"
"38603","-1","-1","-1"
"38613","29","29","29"
"38620","29","29","29"
"38624","48","48","48"
"38629","23","23","23"
"38634","48","48","48"
"38636","29","29","29"
"38638","21","21","21"
"38640","15","15","15"
"38643","29","29","29"
"38646","29","29","29"
"38647","48","48","48"
"38651","24","24","24"
"38652","29","29","29"
"38657","29","29","29"
"38658","25","25","25"
"38661","29","29","29"
"38667","48","48","48"
"38680","29","29","29"
"38681","29","29","29"
"38682","48","48","48"
"38685","29","29","29"
"38688","29","29","29"
"38691","-1","-1","-1"
"38694","29","29","29"
"38695","29","29","29"
"38709","29","29","29"
"38712","29","29","29"
"38716","48","48","48"
"38719","29","29","29"
"38723","48","48","48"
"38727","48","48","48"
"38738","29","29","29"
"38756","29","29","29"
"38763","48","48","48"
"38765","29","29","29"
"38768","48","48","48"
"38776","29","29","29"
"38778","48","48","48"
"38781","48","48","48"
"38784","29","29","29"
"38790","23","23","23"
"38798","17","17","17"
"38801","29","29","29"
"38804","29","29","29"
"38809","29","29","29"
"38813","29","29","29"
"38815","29","29","29"
"38817","29","29","29"
"38824","48","48","48"
"38834","18","18","18"
"38838","48","48","48"
"38840","28","28","28"
"38842","29","29","29"
"38848","29","29","29"
"38849","29","29","29"
"38854","29","29","29"
"38855","29","29","29"
"38857","29","29","29"
"38859","29","29","29"
"38862","28","28","28"
"38874","48","48","48"
"38875","48","48","48"
"38878","29","29","29"
"38879","29","29","29"
"38884","29","29","29"
"38889","29","29","29"
"38890","29","29","29"
"38895","29","29","29"
"38896","29","29","29"
"38897","29","29","29"
"38901","29","29","29"
"38912","47","47","47"
"38921","48","48","48"
"38923","29","29","29"
"38935","24","24","24"
"38950","29","29","29"
"38957","48","48","48"
"38959","29","29","29"
"38965","29","29","29"
"38986","29","29","29"
"39002","29","29","29"
"39021","29","29","29"
"39022","29","29","29"
"39037","29","29","29"
"39040","29","29","29"
"39042","29","29","29"
"39052","29","29","29"
"39057","29","29","29"
"39058","29","29","29"
"39062","29","29","29"
"39065","29","29","29"
"39068","26","26","26"
"39071","29","29","29"
"39084","29","29","29"
"39094","29","29","29"
"39099","29","29","29"
"39100","26","26","26"
"39103","29","29","29"
"39108","48","48","48"
"39110","29","29","29"
"39111","48","48","48"
"39112","29","29","29"
"39113","29","29","29"
"39130","29","29","29"
"39132","28","28","28"
"39133","48","48","48"
"39134","29","29","29"
"39137","29","29","29"
"39147","17","17","17"
"39149","29","29","29"
"39152","48","48","48"
"39158","29","29","29"
"39161","22","22","22"
"39174","29","29","29"
"39178","29","29","29"
"39184","11","11","11"
"39185","29","29","29"
"39191","48","48","48"
"39193","29","29","29"
"39194","29","29","29"
"39200","44","44","44"
"39204","29","29","29"
"39206","25","25","25"
"39208","48","48","48"
"39214","29","29","29"
"39218","29","29","29"
"39219","6","6","6"
"39221","29","29","29"
"39222","29","29","29"
"39224","48","48","48"
"39241","30","30","30"
"39244","29","29","29"
"39246","29","29","29"
"39254","29","29","29"
"39266","29","29","29"
"39271","28","28","28"
"39275","29","29","29"
"39280","29","29","29"
"39281","29","29","29"
"39284","29","29","29"
"39285","29","29","29"
"39294","29","29","29"
"39297","29","29","29"
"39299","29","29","29"
"39301","29","29","29"
"39305","48","48","48"
"39318","29","29","29"
"39322","8","8","8"
"39327","29","29","29"
"39336","29","29","29"
"39337","29","29","29"
"39346","48","48","48"
"39348","29","29","29"
"39349","29","29","29"
"39350","48","48","48"
"39356","29","29","29"
"39361","48","48","48"
"39364","28","28","28"
"39376","29","29","29"
"39382","29","29","29"
"39393","29","29","29"
"39408","29","29","29"
"39414","29","29","29"
"39416","29","29","29"
"39418","48","48","48"
"39424","29","29","29"
"39437","29","29","29"
"39446","20","20","20"
"39467","29","29","29"
"39482","29","29","29"
"39491","0","0","0"
"39500","29","29","29"
"39508","28","28","28"
"39512","29","29","29"
"39515","29","29","29"
"39522","47","47","47"
"39523","29","29","29"
"39525","48","48","48"
"39529","11","11","11"
"39530","48","48","48"
"39537","29","29","29"
"39538","29","29","29"
"39539","48","48","48"
"39543","29","29","29"
"39544","48","48","48"
"39545","29","29","29"
"39546","48","48","48"
"39549","47","47","47"
"39555","21","21","21"
"39558","29","29","29"
"39560","10","10","10"
"39568","29","29","29"
"39583","26","26","26"
"39590","29","29","29"
"39597","29","29","29"
"39598","16","16","16"
"39603","29","29","29"
"39605","29","29","29"
"39625","48","48","48"
"39626","2","2","2"
"39637","47","47","47"
"39647","29","29","29"
"39650","48","48","48"
"39651","28","28","28"
"39653","29","29","29"
"39659","48","48","48"
"39661","48","48","48"
"39665","29","29","29"
"39671","29","29","29"
"39673","48","48","48"
"39674","48","48","48"
"39677","29","29","29"
"39681","28","28","28"
"39689","28","28","28"
"39703","29","29","29"
"39706","29","29","29"
"39716","29","29","29"
"39719","16","16","16"
"39738","29","29","29"
"39739","48","48","48"
"39753","29","29","29"
"39755","29","29","29"
"39759","29","29","29"
"39764","29","29","29"
"39766","25","25","25"
"39769","30","30","30"
"39774","47","47","47"
"39782","28","28","28"
"39783","29","29","29"
"39785","48","48","48"
"39786","47","47","47"
"39792","48","48","48"
"39796","29","29","29"
"39805","29","29","29"
"39806","29","29","29"
"39807","29","29","29"
"39808","28","28","28"
"39813","22","22","22"
"39821","29","29","29"
"39826","29","29","29"
"39829","48","48","48"
"39839","29","29","29"
"39849","48","48","48"
"39852","26","26","26"
"39853","29","29","29"
"39855","29","29","29"
"39856","29","29","29"
"39864","48","48","48"
"39868","29","29","29"
"39875","48","48","48"
"39880","29","29","29"
"39891","47","47","47"
"39892","48","48","48"
"39902","47","47","47"
"39904","47","47","47"
"39905","27","27","27"
"39909","29","29","29"
"39911","47","47","47"
"39915","47","47","47"
"39916","47","47","47"
"39919","28","28","28"
"39928","28","28","28"
"39934","29","29","29"
"39936","28","28","28"
"39939","29","29","29"
"39940","24","24","24"
"39948","28","28","28"
"39964","29","29","29"
"39965","28","28","28"
"39966","25","25","25"
"39967","48","48","48"
"39972","48","48","48"
"39977","47","47","47"
"39986","48","48","48"
"40004","10","10","10"
"40014","28","28","28"
"40019","29","29","29"
"40021","29","29","29"
"40022","19","19","19"
"40027","7","7","7"
"40028","28","28","28"
"40033","29","29","29"
"40038","28","28","28"
"40041","28","28","28"
"40044","29","29","29"
"40049","29","29","29"
"40055","29","29","29"
"40059","28","28","28"
"40066","28","28","28"
"40073","28","28","28"
"40076","28","28","28"
"40093","48","48","48"
"40094","29","29","29"
"40096","26","26","26"
"40098","28","28","28"
"40102","28","28","28"
"40110","29","29","29"
"40112","28","28","28"
"40114","29","29","29"
"40117","20","20","20"
"40118","7","7","7"
"40121","28","28","28"
"40134","47","47","47"
"40147","29","29","29"
"40160","28","28","28"
"40161","48","48","48"
"40170","48","48","48"
"40172","15","15","15"
"40179","29","29","29"
"40182","28","28","28"
"40187","0","0","0"
"40192","29","29","29"
"40193","48","48","48"
"40204","19","19","19"
"40209","29","29","29"
"40210","29","29","29"
"40212","29","29","29"
"40218","29","29","29"
"40220","48","48","48"
"40226","48","48","48"
"40239","29","29","29"
"40246","48","48","48"
"40249","48","48","48"
"40253","29","29","29"
"40260","48","48","48"
"40266","29","29","29"
"40268","28","28","28"
"40288","28","28","28"
"40291","29","29","29"
"40298","29","29","29"
"40300","29","29","29"
"40312","29","29","29"
"40315","29","29","29"
"40317","29","29","29"
"40319","29","29","29"
"40321","29","29","29"
"40326","29","29","29"
"40329","29","29","29"
"40330","48","48","48"
"40331","29","29","29"
"40338","47","47","47"
"40342","28","28","28"
"40346","47","47","47"
"40358","48","48","48"
"40362","28","28","28"
"40364","48","48","48"
"40375","47","47","47"
"40383","28","28","28"
"40391","48","48","48"
"40395","-2","-2","-2"
"40397","29","29","29"
"40411","29","29","29"
"40414","29","29","29"
"40416","28","28","28"
"40419","17","17","17"
"40420","28","28","28"
"40424","28","28","28"
"40426","48","48","48"
"40427","29","29","29"
"40430","29","29","29"
"40434","28","28","28"
"40441","29","29","29"
"40445","29","29","29"
"40448","48","48","48"
"40454","28","28","28"
"40458","29","29","29"
"40463","29","29","29"
"40466","29","29","29"
"40478","29","29","29"
"40481","48","48","48"
"40487","48","48","48"
"40492","48","48","48"
"40494","48","48","48"
"40506","29","29","29"
"40510","29","29","29"
"40512","29","29","29"
"40513","48","48","48"
"40514","25","25","25"
"40530","29","29","29"
"40533","29","29","29"
"40543","28","28","28"
"40545","48","48","48"
"40546","48","48","48"
"40548","48","48","48"
"40549","29","29","29"
"40557","48","48","48"
"40558","29","29","29"
"40559","29","29","29"
"40565","28","28","28"
"40568","29","29","29"
"40578","29","29","29"
"40583","29","29","29"
"40585","45","45","45"
"40595","24","24","24"
"40607","29","29","29"
"40608","29","29","29"
"40611","29","29","29"
"40616","48","48","48"
"40617","29","29","29"
"40623","29","29","29"
"40624","29","29","29"
"40625","48","48","48"
"40632","48","48","48"
"40638","29","29","29"
"40642","28","28","28"
"40655","24","24","24"
"40657","29","29","29"
"40661","29","29","29"
"40671","48","48","48"
"40676","48","48","48"
"40684","28","28","28"
"40688","29","29","29"
"40689","29","29","29"
"40697","48","48","48"
"40704","48","48","48"
"40711","48","48","48"
"40714","28","28","28"
"40715","28","28","28"
"40717","48","48","48"
"40731","29","29","29"
"40733","14","14","14"
"40736","48","48","48"
"40738","29","29","29"
"40739","29","29","29"
"40740","16","16","16"
"40746","29","29","29"
"40747","29","29","29"
"40755","29","29","29"
"40762","4","4","4"
"40768","29","29","29"
"40772","48","48","48"
"40780","27","27","27"
"40785","28","28","28"
"40786","29","29","29"
"40793","48","48","48"
"40797","49","49","49"
"40806","48","48","48"
"40809","48","48","48"
"40810","29","29","29"
"40821","48","48","48"
"40824","29","29","29"
"40826","29","29","29"
"40828","48","48","48"
"40831","29","29","29"
"40832","18","18","18"
"40833","43","43","43"
"40839","48","48","48"
"40845","48","48","48"
"40848","29","29","29"
"40854","29","29","29"
"40856","21","21","21"
"40859","30","30","30"
"40860","48","48","48"
"40861","29","29","29"
"40868","29","29","29"
"40877","48","48","48"
"40885","28","28","28"
"40887","29","29","29"
"40895","29","29","29"
"40901","30","30","30"
"40910","29","29","29"
"40911","29","29","29"
"40912","29","29","29"
"40914","0","0","0"
"40916","28","28","28"
"40917","29","29","29"
"40928","29","29","29"
"40933","48","48","48"
"40945","29","29","29"
"40949","6","6","6"
"40959","30","30","30"
"40978","29","29","29"
"40989","20","20","20"
"40992","29","29","29"
"40996","48","48","48"
"40998","48","48","48"
"41007","29","29","29"
"41022","48","48","48"
"41024","29","29","29"
"41027","27","27","27"
"41029","17","17","17"
"41030","29","29","29"
"41040","29","29","29"
"41046","29","29","29"
"41048","29","29","29"
"41049","48","48","48"
"41051","29","29","29"
"41053","29","29","29"
"41055","29","29","29"
"41069","28","28","28"
"41071","29","29","29"
"41075","29","29","29"
"41085","29","29","29"
"41086","29","29","29"
"41087","29","29","29"
"41088","29","29","29"
"41095","48","48","48"
"41096","29","29","29"
"41097","29","29","29"
"41101","24","24","24"
"41113","48","48","48"
"41116","29","29","29"
"41118","29","29","29"
"41119","12","12","12"
"41120","48","48","48"
"41122","29","29","29"
"41130","48","48","48"
"41131","9","9","9"
"41139","30","30","30"
"41141","30","30","30"
"41146","49","49","49"
"41148","8","8","8"
"41152","29","29","29"
"41158","20","20","20"
"41163","48","48","48"
"41166","29","29","29"
"41167","29","29","29"
"41169","48","48","48"
"41171","48","48","48"
"41180","18","18","18"
"41181","48","48","48"
"41185","29","29","29"
"41198","30","30","30"
"41205","11","11","11"
"41210","29","29","29"
"41211","29","29","29"
"41218","29","29","29"
"41224","29","29","29"
"41229","16","16","16"
"41239","29","29","29"
"41240","29","29","29"
"41251","13","13","13"
"41256","48","48","48"
"41264","26","26","26"
"41267","-2","-2","-2"
"41270","11","11","11"
"41277","29","29","29"
"41285","29","29","29"
"41287","29","29","29"
"41289","29","29","29"
"41291","29","29","29"
"41295","29","29","29"
"41298","29","29","29"
"41304","29","29","29"
"41305","29","29","29"
"41309","29","29","29"
"41325","48","48","48"
"41340","29","29","29"
"41342","29","29","29"
"41346","29","29","29"
"41351","29","29","29"
"41356","29","29","29"
"41358","29","29","29"
"41359","29","29","29"
"41360","29","29","29"
"41368","48","48","48"
"41373","29","29","29"
"41380","29","29","29"
"41386","17","17","17"
"41396","-1","-1","-1"
"41398","29","29","29"
"41402","48","48","48"
"41403","29","29","29"
"41412","48","48","48"
"41413","18","18","18"
"41421","49","49","49"
"41424","29","29","29"
"41428","29","29","29"
"41431","29","29","29"
"41442","29","29","29"
"41444","14","14","14"
"41445","48","48","48"
"41449","48","48","48"
"41452","48","48","48"
"41454","48","48","48"
"41455","48","48","48"
"41458","29","29","29"
"41459","29","29","29"
"41462","48","48","48"
"41463","29","29","29"
"41467","48","48","48"
"41468","8","8","8"
"41479","10","10","10"
"41480","48","48","48"
"41488","29","29","29"
"41493","29","29","29"
"41495","29","29","29"
"41498","29","29","29"
"41500","14","14","14"
"41502","29","29","29"
"41511","24","24","24"
"41513","30","30","30"
"41514","23","23","23"
"41523","49","49","49"
"41528","49","49","49"
"41529","49","49","49"
"41532","48","48","48"
"41551","24","24","24"
"41553","29","29","29"
"41560","29","29","29"
"41563","29","29","29"
"41564","48","48","48"
"41567","30","30","30"
"41570","13","13","13"
"41588","29","29","29"
"41593","29","29","29"
"41594","48","48","48"
"41601","29","29","29"
"41612","48","48","48"
"41613","29","29","29"
"41614","21","21","21"
"41618","19","19","19"
"41619","13","13","13"
"41620","29","29","29"
"41624","28","28","28"
"41635","29","29","29"
"41642","29","29","29"
"41663","29","29","29"
"41664","29","29","29"
"41668","29","29","29"
"41674","29","29","29"
"41684","29","29","29"
"41692","20","20","20"
"41704","48","48","48"
"41707","29","29","29"
"41709","48","48","48"
"41719","29","29","29"
"41721","48","48","48"
"41726","29","29","29"
"41727","29","29","29"
"41740","29","29","29"
"41747","48","48","48"
"41750","48","48","48"
"41752","29","29","29"
"41756","29","29","29"
"41760","29","29","29"
"41766","48","48","48"
"41770","29","29","29"
"41771","29","29","29"
"41790","29","29","29"
"41808","29","29","29"
"41812","18","18","18"
"41823","48","48","48"
"41824","48","48","48"
"41827","48","48","48"
"41828","10","10","10"
"41833","29","29","29"
"41834","29","29","29"
"41841","29","29","29"
"41842","29","29","29"
"41846","29","29","29"
"41853","29","29","29"
"41858","29","29","29"
"41863","29","29","29"
"41871","29","29","29"
"41873","48","48","48"
"41889","29","29","29"
"41891","26","26","26"
"41894","29","29","29"
"41898","29","29","29"
"41899","29","29","29"
"41900","25","25","25"
"41901","29","29","29"
"41904","26","26","26"
"41917","29","29","29"
"41922","22","22","22"
"41924","29","29","29"
"41925","29","29","29"
"41932","27","27","27"
"41936","29","29","29"
"41938","29","29","29"
"41947","48","48","48"
"41959","48","48","48"
"41967","48","48","48"
"41972","30","30","30"
"41973","29","29","29"
"41980","24","24","24"
"41981","49","49","49"
"41993","29","29","29"
"41994","48","48","48"
"41995","29","29","29"
"42004","29","29","29"
"42008","48","48","48"
"42014","29","29","29"
"42017","28","28","28"
"42028","26","26","26"
"42032","29","29","29"
"42042","29","29","29"
"42044","29","29","29"
"42051","29","29","29"
"42052","48","48","48"
"42054","30","30","30"
"42060","30","30","30"
"42061","25","25","25"
"42063","29","29","29"
"42076","29","29","29"
"42083","29","29","29"
"42086","48","48","48"
"42090","29","29","29"
"42091","29","29","29"
"42094","20","20","20"
"42115","48","48","48"
"42117","48","48","48"
"42123","29","29","29"
"42124","29","29","29"
"42136","29","29","29"
"42137","17","17","17"
"42141","48","48","48"
"42142","29","29","29"
"42144","29","29","29"
"42147","29","29","29"
"42151","9","9","9"
"42152","5","5","5"
"42156","29","29","29"
"42159","29","29","29"
"42161","48","48","48"
"42163","29","29","29"
"42173","48","48","48"
"42175","48","48","48"
"42178","29","29","29"
"42187","29","29","29"
"42196","29","29","29"
"42198","24","24","24"
"42202","48","48","48"
"42204","28","28","28"
"42206","10","10","10"
"42209","29","29","29"
"42213","29","29","29"
"42214","12","12","12"
"42217","29","29","29"
"42220","29","29","29"
"42222","29","29","29"
"42229","29","29","29"
"42231","48","48","48"
"42234","29","29","29"
"42236","29","29","29"
"42244","29","29","29"
"42248","48","48","48"
"42261","48","48","48"
"42262","29","29","29"
"42264","29","29","29"
"42267","29","29","29"
"42268","48","48","48"
"42270","48","48","48"
"42271","29","29","29"
"42276","48","48","48"
"42278","29","29","29"
"42281","29","29","29"
"42283","48","48","48"
"42299","29","29","29"
"42300","29","29","29"
"42305","29","29","29"
"42308","48","48","48"
"42309","30","30","30"
"42318","11","11","11"
"42321","29","29","29"
"42323","48","48","48"
"42325","29","29","29"
"42326","29","29","29"
"42329","29","29","29"
"42340","27","27","27"
"42341","30","30","30"
"42353","48","48","48"
"42359","48","48","48"
"42362","22","22","22"
"42371","29","29","29"
"42373","30","30","30"
"42378","49","49","49"
"42379","30","30","30"
"42382","29","29","29"
"42384","29","29","29"
"42393","30","30","30"
"42398","29","29","29"
"42399","20","20","20"
"42400","29","29","29"
"42407","49","49","49"
"42408","27","27","27"
"42409","49","49","49"
"42420","30","30","30"
"42421","29","29","29"
"42427","29","29","29"
"42432","31","31","31"
"42449","49","49","49"
"42452","30","30","30"
"42456","30","30","30"
"42459","49","49","49"
"42461","30","30","30"
"42467","4","4","4"
"42475","30","30","30"
"42479","29","29","29"
"42485","29","29","29"
"42486","29","29","29"
"42489","30","30","30"
"42499","30","30","30"
"42500","29","29","29"
"42505","29","29","29"
"42506","30","30","30"
"42507","30","30","30"
"42513","29","29","29"
"42530","29","29","29"
"42535","31","31","31"
"42538","30","30","30"
"42540","49","49","49"
"42546","30","30","30"
"42552","22","22","22"
"42557","48","48","48"
"42563","29","29","29"
"42578","48","48","48"
"42587","30","30","30"
"42593","49","49","49"
"42596","48","48","48"
"42598","30","30","30"
"42599","23","23","23"
"42601","29","29","29"
"42603","30","30","30"
"42609","48","48","48"
"42610","29","29","29"
"42612","31","31","31"
"42624","29","29","29"
"42628","30","30","30"
"42629","27","27","27"
"42630","29","29","29"
"42633","31","31","31"
"42634","24","24","24"
"42640","49","49","49"
"42652","31","31","31"
"42653","30","30","30"
"42660","31","31","31"
"42664","30","30","30"
"42668","31","31","31"
"42673","9","9","9"
"42677","32","32","32"
"42678","31","31","31"
"42681","32","32","32"
"42691","51","51","51"
"42698","26","26","26"
"42701","31","31","31"
"42703","50","50","50"
"42714","48","48","48"
"42715","50","50","50"
"42718","27","27","27"
"42733","48","48","48"
"42735","32","32","32"
"42737","32","32","32"
"42740","51","51","51"
"42746","32","32","32"
"42753","32","32","32"
"42757","32","32","32"
"42759","32","32","32"
"42761","32","32","32"
"42769","32","32","32"
"42770","24","24","24"
"42774","10","10","10"
"42783","32","32","32"
"42791","33","33","33"
"42797","32","32","32"
"42809","32","32","32"
"42810","52","52","52"
"42814","51","51","51"
"42823","32","32","32"
"42828","51","51","51"
"42834","32","32","32"
"42838","29","29","29"
"42839","32","32","32"
"42843","51","51","51"
"42844","51","51","51"
"42845","51","51","51"
"42848","32","32","32"
"42851","32","32","32"
"42856","32","32","32"
"42860","51","51","51"
"42866","32","32","32"
"42867","32","32","32"
"42870","32","32","32"
"42871","32","32","32"
"42878","32","32","32"
"42900","32","32","32"
"42902","8","8","8"
"42909","51","51","51"
"42918","51","51","51"
"42927","33","33","33"
"42929","32","32","32"
"42939","32","32","32"
"42943","32","32","32"
"42950","33","33","33"
"42961","22","22","22"
"42971","32","32","32"
"42983","51","51","51"
"42987","51","51","51"
"43004","51","51","51"
"43008","32","32","32"
"43011","32","32","32"
"43014","32","32","32"
"43022","51","51","51"
"43033","32","32","32"
"43036","32","32","32"
"43051","51","51","51"
"43056","32","32","32"
"43059","32","32","32"
"43060","32","32","32"
"43087","32","32","32"
"43094","48","48","48"
"43099","32","32","32"
"43102","32","32","32"
"43108","33","33","33"
"43109","33","33","33"
"43112","9","9","9"
"43116","28","28","28"
"43122","28","28","28"
"43125","28","28","28"
"43133","28","28","28"
"43138","28","28","28"
"43142","-1","-1","-1"
"43143","47","47","47"
"43150","8","8","8"
"43152","28","28","28"
"43159","33","33","33"
"43177","47","47","47"
"43182","33","33","33"
"43184","33","33","33"
"43193","33","33","33"
"43194","33","33","33"
"43195","52","52","52"
"43196","33","33","33"
"43200","52","52","52"
"43202","33","33","33"
"43209","33","33","33"
"43211","8","8","8"
"43223","52","52","52"
"43224","52","52","52"
"43226","33","33","33"
"43227","52","52","52"
"43231","52","52","52"
"43235","52","52","52"
"43237","52","52","52"
"43252","7","7","7"
"43253","33","33","33"
"43255","30","30","30"
"43269","33","33","33"
"43283","33","33","33"
"43284","33","33","33"
"43285","33","33","33"
"43286","52","52","52"
"43289","33","33","33"
"43296","33","33","33"
"43298","33","33","33"
"43300","33","33","33"
"43314","11","11","11"
"43321","33","33","33"
"43326","52","52","52"
"43334","52","52","52"
"43344","51","51","51"
"43346","52","52","52"
"43371","33","33","33"
"43388","33","33","33"
"43389","52","52","52"
"43391","52","52","52"
"43395","33","33","33"
"43401","33","33","33"
"43402","33","33","33"
"43413","52","52","52"
"43417","31","31","31"
"43418","27","27","27"
"43423","33","33","33"
"43425","52","52","52"
"43430","33","33","33"
"43436","33","33","33"
"43442","7","7","7"
"43443","52","52","52"
"43445","33","33","33"
"43447","33","33","33"
"43481","46","46","46"
"43485","33","33","33"
"43499","34","34","34"
"43506","33","33","33"
"43509","19","19","19"
"43510","33","33","33"
"43516","34","34","34"
"43520","53","53","53"
"43521","52","52","52"
"43531","34","34","34"
"43535","53","53","53"
"43540","31","31","31"
"43541","53","53","53"
"43545","49","49","49"
"43553","33","33","33"
"43557","33","33","33"
"43562","52","52","52"
"43575","34","34","34"
"43576","26","26","26"
"43577","19","19","19"
"43578","52","52","52"
"43588","-1","-1","-1"
"43589","33","33","33"
"43596","34","34","34"
"43599","34","34","34"
"43604","33","33","33"
"43619","34","34","34"
"43629","34","34","34"
"43637","34","34","34"
"43638","34","34","34"
"43642","34","34","34"
"43644","31","31","31"
"43649","34","34","34"
"43650","34","34","34"
"43652","34","34","34"
